"node","strength","eigenvector","degree","betweenness","closeness","local_clustering","within_module_z","participation","role","module"
"7Networks_LH_Vis_1",137.79510119891,0.678728987101917,28,0,0.00260073554787152,0.725785261456604,0.424031756765736,0.172171061536041,"R2_peripheral",1
"7Networks_LH_Vis_2",129.416506138677,0.631846926838623,24,71,0.00247387560941788,0.764601964249696,0.565390327256816,0.0622146814628752,"R2_peripheral",1
"7Networks_LH_Vis_3",136.302921979746,0.667162421922586,20,97,0.00257907317505491,0.674268597258957,-0.68669841269303,0.23823095696679,"R2_peripheral",1
"7Networks_LH_Vis_4",136.594210764643,0.671963861111626,32,6,0.00264568400901465,0.67841181060438,1.05127983443891,0.192606721432044,"R2_peripheral",1
"7Networks_LH_Vis_5",29.1027061164417,0.134842738906608,0,0,NA,0,0,0,"R1_ultra_peripheral",2
"7Networks_LH_Vis_6",71.4685655731729,0.348516950611044,0,0,NA,0,0,0,"R1_ultra_peripheral",3
"7Networks_LH_Vis_7",101.935717423225,0.493924287924592,16,0,0.00222275333378237,0.944587805762167,-0.456891751190422,0,"R1_ultra_peripheral",1
"7Networks_LH_Vis_8",135.847277844308,0.674411810383229,30,1,0.00266929690332228,0.675542747100046,-0.830553238113935,0.513922590320432,"R2_peripheral",1
"7Networks_LH_Vis_9",102.556038142602,0.497096104908716,16,0,0.00222473015380395,0.937821125695127,-0.420878235801289,0,"R1_ultra_peripheral",1
"7Networks_LH_Vis_10",112.904681356116,0.547238552934853,20,3,0.00238296038849703,0.853572105290568,-0.0655267320789445,0.0738602833812689,"R2_peripheral",1
"7Networks_LH_Vis_11",131.966575680652,0.646441298418938,25,24,0.0025192340792926,0.785337331891146,0.742738700254019,0.0590140962239973,"R2_peripheral",1
"7Networks_LH_Vis_12",136.089756276938,0.662663555654357,32,42,0.00279647721668411,0.574654432954232,0.0521636336639807,0.434248923928202,"R2_peripheral",1
"7Networks_LH_Vis_13",155.935087335013,0.764859007734148,62,439,0.00323175593802137,0.509930079334204,0.868352416031579,0.628835904257625,"R3_nonhub_connector",1
"7Networks_LH_Vis_14",135.520732212304,0.665636555452896,29,11,0.00273527673628913,0.743761768387459,1.43083237984127,0.0508919902590919,"R2_peripheral",1
"7Networks_LH_SomMot_1",153.093761758415,0.76221622823854,63,0,0.00311466354681549,0.886310098493782,-0.464775086918223,0.20531088584741,"R2_peripheral",4
"7Networks_LH_SomMot_2",162.153667204672,0.813920533346608,86,0,0.00342342599628216,0.824061194877651,0.0913573169475264,0.327135153193756,"R2_peripheral",4
"7Networks_LH_SomMot_3",161.760734315473,0.807158678236079,88,0,0.00342402797521123,0.82266423387691,0.0858594495161517,0.327560144722744,"R2_peripheral",4
"7Networks_LH_SomMot_4",169.514421162662,0.855432194116411,102,95,0.00367338256884906,0.72575016854099,0.806333193122168,0.289878327912876,"R2_peripheral",4
"7Networks_LH_SomMot_5",177.804271553168,0.899432375067502,108,15,0.00386960526668678,0.699060534378438,1.00244247630675,0.339346970596092,"R2_peripheral",4
"7Networks_LH_SomMot_6",115.328109167361,0.568455232450073,9,0,0.00235498551589041,1,-2.09866848185426,0,"R1_ultra_peripheral",4
"7Networks_LH_SomMot_7",147.577767342028,0.739874378725468,64,79,0.00300891735803978,0.89313560027541,-0.303486033549209,0.107446668385903,"R2_peripheral",4
"7Networks_LH_SomMot_8",189.915037492517,0.955875682006129,121,405,0.00421450997614793,0.627770878807224,1.11971986459712,0.43552489857165,"R2_peripheral",4
"7Networks_LH_SomMot_9",148.364712111134,0.755203194371337,72,0,0.00321331239669141,0.925875299037827,-0.226453941983193,0.274060697477482,"R2_peripheral",4
"7Networks_LH_SomMot_10",162.62846602574,0.816219857086359,82,4,0.00339813823932715,0.823685552033548,0.0391881532158931,0.321308642519971,"R2_peripheral",4
"7Networks_LH_SomMot_11",136.37019931514,0.695968684869534,49,0,0.00288878986863568,0.98328595364827,-0.825571561066865,0.138289294148763,"R2_peripheral",4
"7Networks_LH_SomMot_12",164.610704292052,0.830713062208085,92,2,0.00352711532203542,0.833357111237536,0.455343458724582,0.298354905522067,"R2_peripheral",4
"7Networks_LH_SomMot_13",168.555449305888,0.857023484463428,95,4,0.0036359563169056,0.82851472139595,0.677145316151542,0.297411541938763,"R2_peripheral",4
"7Networks_LH_SomMot_14",159.044399678342,0.800886515832995,81,0,0.00333880069617075,0.88025419379864,0.298587394653715,0.180212170946025,"R2_peripheral",4
