"condition","MEQ_total_mean","MEQ_total_sd","MEQ_Mystical_mean","MEQ_Mystical_sd","MEQ_Positive_Mood_mean","MEQ_Positive_Mood_sd","MEQ_Time_Space_mean","MEQ_Time_Space_sd","MEQ_Ineffability_mean","MEQ_Ineffability_sd","EBI_total_mean","EBI_total_sd"
"MTP",19,30.2671439022581,8.66666666666667,16.9901932498329,5.91666666666667,5.19053626002812,1.83333333333333,3.54494945897211,2.58333333333333,4.92358270639041,5.94444444444444,5.96067358858289
"PSIL",104.666666666667,35.4339761622467,49.0833333333333,17.6307023872183,21.3333333333333,5.41910201663215,22.9166666666667,9.10173976043408,11.3333333333333,5.81950742474539,39.6388888888889,32.6584031498219
