Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	8.26850372540266	11.613917410438528	0.0360819556729129	0.06966594815679288	97	0	0.0	0.0	-0.8888896584855476	0.37612013986149734	-1	n/a	rejected	Unlikely BOLD
ICA_001	8.891973976491975	11.145895320394338	0.029666336196815524	0.051757195354688056	0	145	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_002	34.5157928278407	8.653734593984366	0.04532690450570633	0.09808948639461719	5821	201	0.29589277993947255	0.0	34.832066416910074	1.863288253179236e-203	-1	28.903077998422344	accepted	Likely BOLD
ICA_003	15.340812550505104	10.39397965321705	0.07356089836806802	0.21156731980842475	154	103	0.0	0.0	0.0	0.0	1	33.31474252928048	accepted	Likely BOLD
ICA_004	7.4498658802568185	17.073079115318244	0.12338941163951167	0.21302774025834362	1675	2047	0.04449789536981359	0.09191176470588236	-4.37498502467297	2.4502279636150424e-05	1	n/a	rejected	Unlikely BOLD
ICA_005	9.515170957254101	10.89863989080996	0.028944225137498437	0.058586371101578896	122	90	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_006	80.57865418567924	9.905179068188502	0.11511256589326471	0.2712247056259834	7470	1276	0.6157618690824875	0.27684964200477324	57.76184689039345	0.0	-1	31.779936801231955	accepted	Likely BOLD
ICA_007	22.538139415483304	19.215438821458726	2.0552860696969226	0.7944925885848673	3389	2533	0.4027283511269276	0.3454582401950823	-10.129795432002895	2.838358868837009e-21	1	n/a	rejected	Unlikely BOLD
ICA_008	5.373842424114498	14.512340666060714	0.0549626125006968	0.11768619017752388	103	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_009	12.457193150039759	62.46601479895201	0.5388356916462795	0.11732623091854012	1187	1934	0.3458029197080292	0.6913066111400312	11.420409503083349	5.36129570833562e-26	-1	n/a	rejected	Unlikely BOLD
ICA_010	16.21415087983459	19.613404617323866	1.0899874198953332	0.5583873137488382	1343	1683	0.34049199531433033	0.3177683444511825	9.469616931748828	1.0924123109351318e-17	-1	n/a	rejected	Unlikely BOLD
ICA_011	9.260082990895356	10.015516668162942	0.02932951867173777	0.0466699264327862	209	173	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_012	28.727675295963163	10.449358071189772	1.087655541094003	1.5363954953008776	13017	781	0.48165869218500795	0.0	0.0	0.0	-1	57.211092805665785	accepted	Likely BOLD
ICA_013	9.781977346854237	10.606013448494318	0.031449418024018704	0.05681094111737036	313	94	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_014	9.67977542171388	8.85407075931922	0.03777952330894103	0.05759781817551724	0	92	0.0	0.0	0.10645839011632797	0.9153276930178142	1	19.17905164520168	accepted	Low variance
