Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	9.230897408886126	16.420698408049457	0.05195552134479816	0.06466441258890297	1451	6803	0.15913829047949965	0.2707079711759899	-4.097621587079346	6.073955068251716e-05	-1	n/a	rejected	Unlikely BOLD
ICA_001	9.663145570417836	34.597295668897814	0.4160119186851041	0.28872572682605707	3019	16342	0.1860231271995978	0.32042554538834184	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_002	7.49692860445351	17.890002787137448	0.025686846117916756	0.045280907640718245	1465	6316	0.0793377026560883	0.2478995091922469	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_003	8.908460649344253	22.925093323731943	0.05752735500378967	0.09036438778958829	1980	8754	0.18802547770700637	0.34385113268608414	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_004	8.005512130374784	16.37248312227447	0.02895723036513	0.0513339903288805	1571	6921	0.07077856420626896	0.24390961948921763	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_005	8.725434910067781	35.48942893105088	0.27227610912521655	0.23903710584597657	3040	17712	0.16580844490216273	0.36040164050346485	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_006	7.408555041603945	17.715883360723176	0.031782607768465164	0.05347445406273346	1513	7617	0.08658008658008658	0.24446700507614214	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_007	8.960803738972746	10.095012766431179	0.0867792806315476	0.11887404893905502	1206	2909	0.059559775571860166	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_008	8.398982657903709	36.64925210683454	0.10738590199234782	0.0544481355632435	1797	7663	0.15082346142733313	0.267900826446281	7.974314681574408	2.977677334290925e-12	-1	n/a	rejected	Unlikely BOLD
ICA_009	7.586550823955062	19.879982891043916	0.027437922988892263	0.04520401732976817	1731	7778	0.08398494063133508	0.26204564666103125	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_010	7.602271191391655	23.725179510166114	0.028388223791011604	0.04546844920859126	1489	7588	0.1522184300341297	0.3599920090564027	2.243419362736064	0.026816053118249358	-1	n/a	rejected	Unlikely BOLD
ICA_011	7.948970429324146	17.20662880275433	0.04271289911958659	0.045627426200966624	1628	6898	0.058394160583941604	0.25446461652463875	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_012	10.944914826778476	23.21163443424494	0.11219037841835754	0.08760890824540087	3454	9648	0.2972336668628605	0.2829026995737515	8.951365302365732	1.5554728917094665e-18	-1	n/a	rejected	Unlikely BOLD
ICA_013	7.5593028542021745	12.785760472910408	0.029436422975378233	0.06678882470858566	1012	5950	0.06087824351297405	0.21441805625736904	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_014	7.683311128878381	15.25860939902514	0.025056455338613594	0.041292869082245685	1329	5836	0.0	0.19881923945129362	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_015	9.85052301185566	11.083104368141068	0.12314726220638063	0.15591711253953694	1153	3409	0.18117854001759015	0.03602007676409802	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_016	7.607469373636523	19.952775048264993	0.027081818339878327	0.04934903010524393	1683	6821	0.23178807947019867	0.2966372206963106	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_017	7.681771551325133	18.884256923858384	0.031111476172687447	0.04193313665213835	1568	7142	0.0	0.25860075166233015	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_018	8.024057399552312	16.052649009210842	0.02622417223919636	0.048487444010112374	1366	6713	0.04368752313957793	0.2655802022031085	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_019	7.643093457829803	17.750300951828706	0.025201028768505898	0.0425411650716803	1437	6726	0.0	0.25342310310916105	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_020	37.899278252865955	19.129449698507152	0.28276875734526946	0.44935688848901784	13857	11520	0.34605579161278405	0.2052783361006729	0.0	0.0	-1	65.03852023303763	accepted	Likely BOLD
ICA_021	7.742222943614306	17.504341861409745	0.029821379519708712	0.04393808309669403	1530	7040	0.11737553577316188	0.2517574692442882	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_022	9.821704720840986	22.1255239335492	0.07951983888225582	0.12251592055198002	1860	8301	0.200434546442151	0.3420972736656749	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_023	7.672844424283462	21.32549393811617	0.03586648709279119	0.047336373286787733	1572	8508	0.0	0.2828307392996109	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_024	6.899154643767022	31.62966311276118	0.10837119929725783	0.16068158539556102	2227	17263	0.20254957507082152	0.36984639062361263	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_025	7.40458350088637	17.241314080256934	0.025651898052916337	0.042146015740878624	1257	6530	0.0	0.22250517268820627	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_026	18.621408671584046	10.940279187522867	1.4730779934229292	1.6548015587765148	8335	3336	0.3660122847163676	0.1632466940264478	0.0	0.0	-1	40.433974513710865	accepted	Likely BOLD
ICA_027	9.882213771606978	12.160378060506677	0.10766101470811465	0.23235786940928838	1164	4710	0.18283742992669255	0.21453957996768983	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
