Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	8.059263880711923	13.184441448760987	0.02714794513793016	0.0511323393299448	1658	5242	0.07315598548972188	0.1781832298136646	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_001	7.731984238609851	14.229803072725838	0.027979413330511675	0.043886334609464055	1424	5419	0.11138878971795788	0.2353163718906649	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_002	8.080632878068387	20.3004923490691	0.056586336685641093	0.04023391859801547	1516	5443	0.1278322624281366	0.22159992532437225	7.291886567796001	2.861801630488183e-11	1	n/a	rejected	Unlikely BOLD
ICA_003	7.719978058353508	13.144170606536731	0.023149315108422008	0.03822054205932601	1626	5192	0.0	0.1837973220306329	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_004	8.371052538354391	14.749435291098498	0.04599987941152775	0.05042082747765464	1431	4915	0.0	0.1991350906095552	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_005	8.914938115346143	11.810249434404097	0.036472815753440566	0.07558443158969347	1471	4580	0.14246575342465753	0.26325167037861913	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_006	7.711534551435593	12.94970416726182	0.02101691514372791	0.03806021952751126	1400	4747	0.0	0.13865147198480532	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_007	16.71203617198542	10.703619686063202	0.06896002343129756	0.19430532077722037	1661	4312	0.12117305833064776	0.09660818713450292	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_008	7.543929064701445	13.709696216367998	0.0431385143949422	0.07048677814019849	2274	5381	0.09015639374425023	0.1970098410295231	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_009	7.817481586847873	14.539620846395033	0.023904079133630726	0.043849281812275515	1570	5801	0.0	0.22952831842889707	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_010	7.88921667548387	19.83609204341398	0.03352381869622993	0.05658903530618574	1565	6653	0.25250890255746195	0.30057080303385725	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_011	7.437876117075391	16.971565895879756	0.02946574798047207	0.050527439354327665	1346	5696	0.015349194167306216	0.19889206576125804	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_012	7.937134727686017	14.192986928184707	0.024871339371768227	0.03935314561678225	1329	5084	0.0	0.2121697357886309	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_013	11.586523310257654	20.341787717888067	0.04024399274114198	0.06554284208960498	4331	6785	0.18566001899335233	0.2608503100088574	23.4774627247372	6.664788892663254e-89	1	n/a	rejected	Unlikely BOLD
ICA_014	25.253424997073783	10.794071987258128	0.026698137051342632	0.04985284794516543	4829	5307	0.353276955602537	0.2593230063109581	40.49290595872818	1.3438228425182254e-233	-1	n/a	rejected	Unlikely BOLD
ICA_015	22.514529002486736	28.827939332682572	2.075177119079177	0.7825642847777419	4668	11131	0.3695512132273996	0.3058632069074635	0.052502227928779115	0.9581373934959829	-1	n/a	rejected	Unlikely BOLD
ICA_016	8.908287294165655	12.077360524916992	0.03703905900645239	0.08226939011636433	1202	4444	0.15753424657534246	0.2711980775832475	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_017	7.809126640751158	14.902936210556316	0.0326342895150832	0.03435005511996062	1181	4952	0.0	0.23063362024266307	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_018	7.7601281423518245	15.478436187806237	0.023246552398742328	0.040589859412166716	1448	6609	0.0868357068426537	0.21306731647883034	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_019	56.53542784524016	11.327863311137016	0.11255534770224383	0.20474365784238507	10486	7274	0.41330446762448336	0.1639866925422789	49.69525385203982	0.0	-1	54.353576246783255	accepted	Likely BOLD
ICA_020	7.778923973632062	13.930648361222728	0.02159182641808211	0.03865161594268389	1134	5104	0.0	0.24605367008681925	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_021	24.41747127722803	17.35645989875452	33.487862098346724	30.11756896816939	40920	20283	0.5504716108747919	0.23574144486692014	0.0	0.0	-1	85.35328443456207	accepted	Likely BOLD
ICA_022	21.268110214001695	30.586919261795373	2.4366181444277726	0.7471299457430987	4908	11923	0.30950189219597013	0.28769204794867465	-0.06348932811307904	0.9494120944328683	-1	n/a	rejected	Unlikely BOLD
ICA_023	11.234558286719526	68.02410021108915	0.5899672176147812	0.12488840109229014	2491	7626	0.34459049544994946	0.42008401680336066	11.712008779075722	4.3806812548182616e-30	1	n/a	rejected	Unlikely BOLD
ICA_024	7.862519967283395	13.657144930823293	0.02442917386579544	0.03889792657801477	1334	4856	0.0	0.1869417269247129	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_025	8.041916976482872	16.97134794659573	0.14054368665895217	0.2711247441554516	1821	5933	0.02200825309491059	0.27739204064352246	-4.6027317398598155	4.952486359290404e-06	1	n/a	rejected	Unlikely BOLD
ICA_026	7.587909320801671	13.52635737044596	0.02118956676189772	0.04077936210485508	1355	3984	0.0	0.1445131375579598	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_027	7.458202366643731	16.40711587200966	0.1017873810600405	0.1103283485309713	1612	6560	0.0	0.17541692402717726	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_028	19.69866326757258	16.88363236096362	0.07497055025649005	0.10456000537447088	8539	9361	0.3937619502868069	0.2966204986149584	27.309629966093482	2.0932198302124948e-138	-1	n/a	rejected	Unlikely BOLD
ICA_029	8.275583055368216	13.691638014865275	0.03361837163552905	0.06973303189187932	1811	5014	0.10383120488617435	0.2194313272380187	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_030	22.51432954708878	10.638143087568002	0.7168388760666291	1.275368344067789	18141	5905	0.5182219768083931	0.06639222212490146	0.0	0.0	1	81.54441914545946	accepted	Likely BOLD
ICA_031	7.6772715521642185	9.737218070187977	0.04173204448034754	0.08450747533513872	1936	2940	0.0	0.07449856733524356	-6.185332456740071	5.56896567001562e-09	-1	n/a	rejected	Unlikely BOLD
ICA_032	7.089576661024759	15.678586242149647	0.030187974003303513	0.04550065105404243	1358	5189	0.0	0.18750620717052338	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_033	10.91309587520236	12.39895167530626	0.10609748566222112	0.11493419627054208	1094	3538	0.20193637621023514	0.08507018290089324	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_034	7.920385116129125	13.8737819693381	0.0235254378896122	0.03778713547929943	1200	5098	0.0	0.22917708229177083	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_035	7.672406936197398	11.682760868730842	0.020510710017361482	0.038236780893135106	1246	4583	0.0	0.15727069351230424	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_036	8.347355179366392	22.99456220145732	0.06668020291187976	0.03940630558951327	1372	5359	0.13542835765057987	0.2451949990669901	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_037	7.722272788990698	15.007865264032917	0.03384851973701092	0.06051511522611031	1560	5907	0.09717138103161398	0.27014382256108127	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_038	7.8890081347123004	13.636001815315499	0.028591106916942926	0.05173208243392933	1295	5239	0.0	0.22306201550387597	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_039	16.256926053113272	11.132047518954888	0.023448739361740432	0.04425852194053951	6456	5075	0.23810632518432284	0.14959080078732	24.388648121986815	1.5066576586535147e-87	-1	22.0927114771845	accepted	Likely BOLD
ICA_040	7.826468948226597	12.633619583924334	0.02117520247426109	0.03732993173573352	1483	4550	0.08167397907526155	0.18296105062296555	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_041	7.671808073394018	14.320933565699619	0.021272173415477106	0.04014499135659206	1645	5205	0.0	0.1791044776119403	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_042	23.796224813941016	24.040085750049858	0.2502995477437128	0.4559476905036262	22515	16844	0.3940625798508676	0.29006405297521426	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_043	7.384226549908819	17.47156590661274	0.038288858956390205	0.05928060302560027	1323	5816	0.0	0.2557348451809856	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_044	8.385852963879946	11.46311742407228	0.031192124967662244	0.06328534974864425	1974	4710	0.1573204770362852	0.1475518306131451	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_045	25.45777855964505	13.668683272960338	1.778298880810214	2.250798982741559	15040	5924	0.4742324374167549	0.16319777061743446	0.0	0.0	1	84.14224101045002	accepted	Likely BOLD
ICA_046	7.758814150954908	13.210843953595594	0.02208356799502652	0.04058930664798955	1292	4990	0.0	0.1780780477967127	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_047	8.074858028150594	13.633438033298773	0.024679339379590715	0.03885258597908249	1035	4780	0.0	0.12633788037775445	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_048	7.998068153378186	14.216415785175045	0.020229176358934158	0.037308754237510684	1311	4656	0.08618012422360248	0.18436482084690553	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_049	7.369509176566125	17.58350679402626	0.06004077103616048	0.08946166811181139	1312	6819	0.05696689761354888	0.24353029169783097	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_050	7.852298923827724	15.5870958369917	0.03855409461213454	0.05467444095952339	1339	5419	0.0	0.24438996794267395	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_051	9.174391777454838	16.69612491677634	0.06017107257611493	0.12155901403300919	2469	8651	0.09923045767517213	0.26519337016574585	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_052	8.592553288181875	13.086404337573581	0.022029687965263636	0.04554587143968875	2307	5146	0.07655502392344497	0.20733399405351832	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_053	13.88178624430268	10.417687386269861	0.05966742021618921	0.16829087233019535	1596	4731	0.06821908822564775	0.1397674165851538	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_054	7.9294419016742355	14.41242428121673	0.02414884580382094	0.04115382025831707	1272	5128	0.11343048444269398	0.22828105150004885	0.0	0.0	1	n/a	rejected	Unlikely BOLD
