Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	8.378923775958452	13.247539751148947	0.21781571524271248	0.21524259293642958	0	102	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_001	36.37514974218785	9.014858553773024	0.1706382552639213	0.2868043774057574	5273	295	0.3782278967073054	0.0	34.62621926664876	1.58898406830443e-220	-1	9.170872640979532	accepted	Likely BOLD
ICA_002	8.608848371202583	11.253893744630368	0.1758480080659578	0.21193965350426563	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_003	11.776550074077898	14.935196665806064	0.9210581114399066	0.5008021894286271	333	724	0.0	0.38067772170151404	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_004	45.94295189944076	10.36881438658844	0.17179948889138646	0.30588046461607615	3674	1349	0.3305943577102164	0.20548961424332343	37.930608491529604	8.01636886395937e-239	1	20.993263493864976	accepted	Likely BOLD
ICA_005	30.862359648094515	12.527030477442839	0.5263143807233829	0.6028840345132076	10931	2130	0.5041800643086817	0.19554924242424243	19.854673287585264	1.9253140696007677e-85	-1	11.70031629235777	accepted	Likely BOLD
ICA_006	11.16898034331793	10.823684383841927	0.30548849072338524	0.23243034615679511	326	0	0.0	0.0	0.0	0.0	1	5.84304502538584	accepted	Likely BOLD
ICA_007	31.60993099383594	8.443496994783807	0.2605993213836743	0.46875266391379006	11318	117	0.45539268910604414	0.0	26.55904567597197	3.0246069495569783e-149	-1	12.31283063373394	accepted	Likely BOLD
ICA_008	12.947211522900945	18.47063730868161	1.8433970727993858	0.8429772737573402	1028	971	0.4907497565725414	0.22819528250137136	5.711019123053529	8.362737722117132e-08	-1	n/a	rejected	Unlikely BOLD
ICA_009	9.129385865129938	10.058036721025548	0.13992393561167243	0.22027373034065012	0	259	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_010	11.525505921689733	47.1909721665468	1.2246272934815057	0.27655472438335515	1139	2454	0.5935711140466755	0.7063621533442088	8.460936908284786	2.6399350847564353e-16	1	n/a	rejected	Unlikely BOLD
ICA_011	18.879226390197292	8.687931688067163	0.1444368734288327	0.23776419925843972	5621	694	0.26827947282903053	0.0	24.083823702962423	6.285878770941118e-108	-1	8.6343325351942	accepted	Likely BOLD
ICA_012	8.545728362259682	10.24617135799085	0.17550684156745452	0.20028628055208195	96	262	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_013	8.128448605360889	16.555435937247733	0.20114672384378204	0.18166334982418805	133	769	0.0	0.5346801346801346	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_014	8.11721456920371	13.5233026031843	0.12833690655322166	0.18754323130434242	0	321	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_015	15.999276868371089	10.133412590029815	0.28457873038762116	0.5132749882283891	1835	0	0.0	0.0	0.0	0.0	1	26.280187990484592	accepted	Likely BOLD
ICA_016	46.23154762000901	8.352939734492876	0.2593914784484612	0.4747764808399061	10851	723	0.5472472519696183	0.0	22.209532810319185	2.8515975373609464e-106	-1	10.450963899782085	accepted	Likely BOLD
ICA_017	19.709013702094285	16.055600194938958	2.973055980635461	4.062389479553553	8723	2106	0.2885191934630533	0.0	0.0	0.0	1	70.89187888165527	accepted	Likely BOLD
ICA_018	21.21080092575251	9.865131386946775	0.14295599849314383	0.22103550891351356	7256	1268	0.2854496223457318	0.28962655601659754	30.163263384996256	5.4490057410205e-162	1	12.705131412659155	accepted	Likely BOLD
ICA_019	8.38356113017079	14.31684816324577	0.10824807979345574	0.1648338533513722	0	218	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_020	20.39064247752047	10.69111488927257	0.2952325464108427	0.6706221091870264	1841	250	0.035431997819569364	0.0	0.0	0.0	-1	13.906770259428713	accepted	Likely BOLD
ICA_021	9.85004637860429	10.711991890159105	0.30470993985740286	0.4164028360562789	283	0	0.0	0.0	-4.792248653740466	5.706955456877793e-06	1	n/a	rejected	Unlikely BOLD
ICA_022	28.341212925161432	8.518721621629318	0.13692669302338298	0.2405960479334623	5931	0	0.4074010029396507	0.0	28.913397627861574	1.0782296379241875e-165	-1	6.7453342615489635	accepted	Likely BOLD
ICA_023	18.52758493646564	21.200839707623476	0.8939456332911438	0.9933331280950728	7341	8299	0.23092609521130722	0.16365838885523926	0.39105809546658643	0.6962664611393793	1	n/a	rejected	Unlikely BOLD
ICA_024	10.393521488730144	37.18296464002559	0.8489470369740848	0.24667266992837728	1176	1922	0.5782720273738238	0.7710588856614735	9.240775583219197	6.003696911803973e-19	1	n/a	rejected	Unlikely BOLD
