"pipeline","seed","roi","roi_label","network","n","mean_delta","d_z","p_value","p_FDR","sig_FDR"
"OC_24P","AMY",23,"LH_SomMot_9","SomMot",6,0.0562569978799925,0.46692171392557,0.304525052638799,0.924933773662943,FALSE
"OC_24P","AMY",24,"LH_SomMot_10","SomMot",6,0.0667957139625722,0.379289386966046,0.395496457730982,0.938533110804307,FALSE
"OC_24P","AMY",25,"LH_SomMot_11","SomMot",6,-0.00185923230072884,-0.0113975817636237,0.9788073872835,0.992950786745079,FALSE
"OC_24P","AMY",26,"LH_SomMot_12","SomMot",6,0.0503153009276235,0.346920727416722,0.434240799079857,0.938533110804307,FALSE
"OC_24P","AMY",27,"LH_SomMot_13","SomMot",6,0.0414611538820013,0.318526338820176,0.470561455430017,0.945606948912789,FALSE
"OC_24P","AMY",28,"LH_SomMot_14","SomMot",6,0.0838405845827967,0.620901781822834,0.18876771839895,0.924933773662943,FALSE
"OC_24P","AMY",29,"LH_SomMot_15","SomMot",6,0.00847108003771316,0.0843656756142884,0.844432830786805,0.977011419872942,FALSE
"OC_24P","AMY",30,"LH_SomMot_16","SomMot",6,-0.00050279428181398,-0.0047938498607169,0.991085193315244,0.992950786745079,FALSE
"OC_24P","AMY",31,"LH_DorsAttn_Post_1","DorsAttn",6,-0.00573331806730211,-0.0349157146015847,0.935162580578231,0.992950786745079,FALSE
"OC_24P","AMY",32,"LH_DorsAttn_Post_2","DorsAttn",6,0.0243398092187225,0.133867481419095,0.756267499888765,0.970603424884735,FALSE
"OC_24P","AMY",33,"LH_DorsAttn_Post_3","DorsAttn",6,0.0807020620739632,0.454025603909252,0.316674484471771,0.924933773662943,FALSE
"OC_24P","AMY",34,"LH_DorsAttn_Post_4","DorsAttn",6,0.0671418311882555,0.394500729590261,0.378262686745709,0.927353683634642,FALSE
"OC_24P","AMY",35,"LH_DorsAttn_Post_5","DorsAttn",6,0.0581593887675191,0.325796871343465,0.461053795248993,0.945606948912789,FALSE
"OC_24P","AMY",36,"LH_DorsAttn_Post_6","DorsAttn",6,0.0236062360163027,0.127478057522585,0.76744822510339,0.970603424884735,FALSE
"OC_24P","AMY",37,"LH_DorsAttn_Post_7","DorsAttn",6,0.0659653123567971,0.405429453851249,0.366261600041462,0.924933773662943,FALSE
"OC_24P","AMY",38,"LH_DorsAttn_Post_8","DorsAttn",6,0.0495941175898822,0.330326377931313,0.455202715116186,0.945606948912789,FALSE
"OC_24P","AMY",39,"LH_DorsAttn_Post_9","DorsAttn",6,0.0562892962905502,0.313885276926299,0.47670503939278,0.945606948912789,FALSE
"OC_24P","AMY",40,"LH_DorsAttn_Post_10","DorsAttn",6,0.0539735261927423,0.359827234902808,0.418452769292667,0.938533110804307,FALSE
"OC_24P","AMY",41,"LH_DorsAttn_FEF_1","DorsAttn",6,0.058188191707558,0.353899403595809,0.425648072672254,0.938533110804307,FALSE
"OC_24P","AMY",42,"LH_DorsAttn_FEF_2","DorsAttn",6,0.0789870963457646,0.610989152700179,0.194749270432211,0.924933773662943,FALSE
"OC_24P","AMY",43,"LH_DorsAttn_PrCv_1","DorsAttn",6,0.0921729690773773,0.585897661648834,0.210717464365329,0.924933773662943,FALSE
"OC_24P","AMY",44,"LH_SalVentAttn_ParOper_1","SalVentAttn",6,0.0157224216975169,0.0989943298040922,0.818036530839481,0.970603424884735,FALSE
"OC_24P","AMY",45,"LH_SalVentAttn_ParOper_2","SalVentAttn",6,0.0291048728194952,0.161442659069377,0.708817891927395,0.969359368140909,FALSE
"OC_24P","AMY",46,"LH_SalVentAttn_ParOper_3","SalVentAttn",6,0.090009287290851,0.581095065923441,0.213913346723878,0.924933773662943,FALSE
"OC_24P","AMY",47,"LH_SalVentAttn_FrOperIns_1","SalVentAttn",6,0.0822209734139783,0.624982025073955,0.186357696148916,0.924933773662943,FALSE
"OC_24P","AMY",48,"LH_SalVentAttn_FrOperIns_2","SalVentAttn",6,0.0947608620016876,0.791895568335952,0.110107511050684,0.924933773662943,FALSE
"OC_24P","AMY",49,"LH_SalVentAttn_FrOperIns_3","SalVentAttn",6,0.0492340591640925,0.432524547457202,0.337862460397269,0.924933773662943,FALSE
"OC_24P","AMY",50,"LH_SalVentAttn_FrOperIns_4","SalVentAttn",6,0.090432286340267,0.50469885232412,0.27126812279103,0.924933773662943,FALSE
"OC_24P","AMY",51,"LH_SalVentAttn_PFCl_1","SalVentAttn",6,0.086149645999638,0.529004758110922,0.251637736126147,0.924933773662943,FALSE
"OC_24P","AMY",52,"LH_SalVentAttn_Med_1","SalVentAttn",6,0.0639057578654053,0.420401648162847,0.350331957735836,0.924933773662943,FALSE
"OC_24P","AMY",53,"LH_SalVentAttn_Med_2","SalVentAttn",6,0.0522029868620658,0.423988051455431,0.346603301224884,0.924933773662943,FALSE
"OC_24P","AMY",54,"LH_SalVentAttn_Med_3","SalVentAttn",6,0.0520858206782916,0.472379749280381,0.299507065053801,0.924933773662943,FALSE
"OC_24P","AMY",55,"LH_Limbic_OFC_1","Limbic",6,-0.000585940300311866,-0.00508060421002987,0.99055196724988,0.992950786745079,FALSE
"OC_24P","AMY",56,"LH_Limbic_OFC_2","Limbic",6,-0.0350932973199012,-0.346546552472963,0.434705239184674,0.938533110804307,FALSE
"OC_24P","AMY",57,"LH_Limbic_TempPole_1","Limbic",6,0.114309972767057,1.22352757463989,0.0302025703405253,0.860773254704971,FALSE
