"subject","seed","roi","roi_label","network","fc_c1","fc_c2","fc_delta"
"sub-P1","HIP",1,"LH_Vis_1","Vis",0.415194101541168,0.499370503191366,-0.0841764016501982
"sub-P1","HIP",2,"LH_Vis_2","Vis",0.410260947271147,0.380362012733653,0.0298989345374945
"sub-P1","HIP",3,"LH_Vis_3","Vis",0.430065024135219,0.30631928592674,0.123745738208479
"sub-P1","HIP",4,"LH_Vis_4","Vis",0.358834198055906,0.481791992459574,-0.122957794403667
"sub-P1","HIP",5,"LH_Vis_5","Vis",0.288689858452335,0.317677185954539,-0.028987327502204
"sub-P1","HIP",6,"LH_Vis_6","Vis",0.511846987088978,0.558249827513554,-0.0464028404245753
"sub-P1","HIP",7,"LH_Vis_7","Vis",0.328887369414107,0.476958926836064,-0.148071557421957
"sub-P1","HIP",8,"LH_Vis_8","Vis",0.50724984044417,0.388297997229457,0.118951843214713
"sub-P1","HIP",9,"LH_Vis_9","Vis",0.31016252488127,0.444196650077993,-0.134034125196722
"sub-P1","HIP",10,"LH_Vis_10","Vis",0.36243703722441,0.615908950072235,-0.253471912847825
"sub-P1","HIP",11,"LH_Vis_11","Vis",0.357782816752568,0.3067750524807,0.0510077642718677
"sub-P1","HIP",12,"LH_Vis_12","Vis",0.573193874738573,0.628534057400292,-0.0553401826617193
"sub-P1","HIP",13,"LH_Vis_13","Vis",0.482637765673037,0.480655431266045,0.00198233440699236
"sub-P1","HIP",14,"LH_Vis_14","Vis",0.298331702386318,0.301392172271028,-0.00306046988470965
"sub-P1","HIP",15,"LH_SomMot_1","SomMot",0.553716037992539,0.368394753800508,0.185321284192031
"sub-P1","HIP",16,"LH_SomMot_2","SomMot",0.632857162255061,0.368556617170249,0.264300545084811
"sub-P1","HIP",17,"LH_SomMot_3","SomMot",0.593909225260569,0.458938864798698,0.13497036046187
"sub-P1","HIP",18,"LH_SomMot_4","SomMot",0.409627009179144,0.244342401340017,0.165284607839127
"sub-P1","HIP",19,"LH_SomMot_5","SomMot",0.491112098311687,0.385715470132852,0.105396628178835
"sub-P1","HIP",20,"LH_SomMot_6","SomMot",0.483980470131535,0.508760784301288,-0.0247803141697529
"sub-P1","HIP",21,"LH_SomMot_7","SomMot",0.524339201268849,0.497110346093116,0.0272288551757321
"sub-P1","HIP",22,"LH_SomMot_8","SomMot",0.639507048109872,0.57953654380661,0.0599705043032622
"sub-P1","HIP",23,"LH_SomMot_9","SomMot",0.407895249553842,0.400943633610535,0.00695161594330712
"sub-P1","HIP",24,"LH_SomMot_10","SomMot",0.509172619976109,0.489997443681439,0.0191751762946696
"sub-P1","HIP",25,"LH_SomMot_11","SomMot",0.330907937639031,-0.0171971381265762,0.348105075765607
"sub-P1","HIP",26,"LH_SomMot_12","SomMot",0.50317893795257,0.559899558371007,-0.0567206204184371
"sub-P1","HIP",27,"LH_SomMot_13","SomMot",0.469799770477764,0.258412023707586,0.211387746770177
"sub-P1","HIP",28,"LH_SomMot_14","SomMot",0.459486186831833,0.480750810695044,-0.0212646238632115
"sub-P1","HIP",29,"LH_SomMot_15","SomMot",0.603467683974791,0.529150786886646,0.0743168970881445
"sub-P1","HIP",30,"LH_SomMot_16","SomMot",0.470462831312347,0.350905094655428,0.119557736656919
"sub-P1","HIP",31,"LH_DorsAttn_Post_1","DorsAttn",0.568654565519435,0.596985363679334,-0.0283307981598988
"sub-P1","HIP",32,"LH_DorsAttn_Post_2","DorsAttn",0.512052622879319,0.122864333055012,0.389188289824307
"sub-P1","HIP",33,"LH_DorsAttn_Post_3","DorsAttn",0.390271175988452,0.183930230769468,0.206340945218984
"sub-P1","HIP",34,"LH_DorsAttn_Post_4","DorsAttn",0.527586436166828,0.162084104877597,0.365502331289231
"sub-P1","HIP",35,"LH_DorsAttn_Post_5","DorsAttn",0.524815690822907,0.196618480487312,0.328197210335595
"sub-P1","HIP",36,"LH_DorsAttn_Post_6","DorsAttn",0.48441448678439,0.186082067605147,0.298332419179243
"sub-P1","HIP",37,"LH_DorsAttn_Post_7","DorsAttn",0.503665358943307,0.225157102430171,0.278508256513136
"sub-P1","HIP",38,"LH_DorsAttn_Post_8","DorsAttn",0.233084546035237,0.142998838679695,0.0900857073555422
"sub-P1","HIP",39,"LH_DorsAttn_Post_9","DorsAttn",0.660089438405636,0.605499023106376,0.0545904152992597
"sub-P1","HIP",40,"LH_DorsAttn_Post_10","DorsAttn",0.343257442527069,-0.0397969861962079,0.383054428723277
"sub-P1","HIP",41,"LH_DorsAttn_FEF_1","DorsAttn",0.378974334768695,0.146229280513575,0.23274505425512
"sub-P1","HIP",42,"LH_DorsAttn_FEF_2","DorsAttn",0.379922775776826,0.0486329181666781,0.331289857610148
"sub-P1","HIP",43,"LH_DorsAttn_PrCv_1","DorsAttn",0.48200019136795,0.163572152601253,0.318428038766697
"sub-P1","HIP",44,"LH_SalVentAttn_ParOper_1","SalVentAttn",0.48248023436334,0.149557060941333,0.332923173422007
"sub-P1","HIP",45,"LH_SalVentAttn_ParOper_2","SalVentAttn",0.288202644353454,-0.0422932688975846,0.330495913251039
"sub-P1","HIP",46,"LH_SalVentAttn_ParOper_3","SalVentAttn",0.493992788805309,-0.0422266395527629,0.536219428358072
"sub-P1","HIP",47,"LH_SalVentAttn_FrOperIns_1","SalVentAttn",0.505697986060811,0.081699141336885,0.423998844723926
"sub-P1","HIP",48,"LH_SalVentAttn_FrOperIns_2","SalVentAttn",0.422807885811277,0.0256111818722239,0.397196703939053
"sub-P1","HIP",49,"LH_SalVentAttn_FrOperIns_3","SalVentAttn",0.41450324895342,0.119780778291694,0.294722470661726
"sub-P1","HIP",50,"LH_SalVentAttn_FrOperIns_4","SalVentAttn",0.452747994505404,-0.0595896852899571,0.512337679795361
"sub-P1","HIP",51,"LH_SalVentAttn_PFCl_1","SalVentAttn",0.742213350261752,0.724856307828451,0.0173570424333004
"sub-P1","HIP",52,"LH_SalVentAttn_Med_1","SalVentAttn",0.472812845089244,0.114270574418286,0.358542270670958
"sub-P1","HIP",53,"LH_SalVentAttn_Med_2","SalVentAttn",0.563486029740399,0.214758215057773,0.348727814682626
"sub-P1","HIP",54,"LH_SalVentAttn_Med_3","SalVentAttn",0.419620467946908,0.250743844937157,0.168876623009751
"sub-P1","HIP",55,"LH_Limbic_OFC_1","Limbic",0.605666467927037,0.498901956638916,0.106764511288121
"sub-P1","HIP",56,"LH_Limbic_OFC_2","Limbic",0.46041443702124,0.589777679253244,-0.129363242232004
"sub-P1","HIP",57,"LH_Limbic_TempPole_1","Limbic",0.379313437629768,0.279634731284306,0.0996787063454621
"sub-P1","HIP",58,"LH_Limbic_TempPole_2","Limbic",0.334974857610757,0.297024798907065,0.0379500587036922
"sub-P1","HIP",59,"LH_Limbic_TempPole_3","Limbic",0.492405501634822,0.459401501987981,0.0330039996468402
"sub-P1","HIP",60,"LH_Limbic_TempPole_4","Limbic",0.487700936698617,0.179224397463362,0.308476539235255
"sub-P1","HIP",61,"LH_Cont_Par_1","Cont",0.576429545400089,0.261894420531941,0.314535124868148
"sub-P1","HIP",62,"LH_Cont_Par_2","Cont",0.447740189757597,0.392980651291273,0.0547595384663241
"sub-P1","HIP",63,"LH_Cont_Par_3","Cont",0.473200626162024,0.0747457201072062,0.398454906054818
"sub-P1","HIP",64,"LH_Cont_Temp_1","Cont",0.523957672555296,0.412696289349152,0.111261383206145
"sub-P1","HIP",65,"LH_Cont_OFC_1","Cont",0.557898611782076,0.179926224127044,0.377972387655032
"sub-P1","HIP",66,"LH_Cont_PFCl_1","Cont",0.590654650624903,0.205284264928978,0.385370385695925
"sub-P1","HIP",67,"LH_Cont_PFCl_2","Cont",0.518079954367868,0.356672555627603,0.161407398740265
"sub-P1","HIP",68,"LH_Cont_PFCl_3","Cont",0.531861105443196,0.0758395780113754,0.45602152743182
"sub-P1","HIP",69,"LH_Cont_PFCl_4","Cont",0.522375847418343,0.452891349816711,0.0694844976016321
"sub-P1","HIP",70,"LH_Cont_PFCl_5","Cont",0.532447877484255,0.368824407971817,0.163623469512438
"sub-P1","HIP",71,"LH_Cont_pCun_1","Cont",0.723187333580928,0.575935851825011,0.147251481755917
"sub-P1","HIP",72,"LH_Cont_Cing_1","Cont",0.700536075290469,0.367836702534668,0.332699372755801
"sub-P1","HIP",73,"LH_Cont_Cing_2","Cont",0.526440092235351,0.308534086596512,0.217906005638839
"sub-P1","HIP",74,"LH_Default_Temp_1","Default",0.539476189021463,0.579976283460638,-0.0405000944391746
