"subject","seed","roi","roi_label","network","fc_c1","fc_c2","fc_delta"
"sub-P1","HIP",75,"LH_Default_Temp_2","Default",0.480919763400884,0.199897486591269,0.281022276809616
"sub-P1","HIP",76,"LH_Default_Temp_3","Default",0.715299838229484,0.625298036341512,0.0900018018879726
"sub-P1","HIP",77,"LH_Default_Temp_4","Default",0.58276994230977,0.427744099884468,0.155025842425302
"sub-P1","HIP",78,"LH_Default_Temp_5","Default",0.593686876489728,0.266782287838738,0.326904588650989
"sub-P1","HIP",79,"LH_Default_Par_1","Default",0.653302604485349,0.435905309726237,0.217397294759112
"sub-P1","HIP",80,"LH_Default_Par_2","Default",0.624552229927654,0.561105420650246,0.0634468092774079
"sub-P1","HIP",81,"LH_Default_Par_3","Default",0.593185902437972,0.392574878077838,0.200611024360134
"sub-P1","HIP",82,"LH_Default_Par_4","Default",0.545670050521363,0.538370239667159,0.00729981085420395
"sub-P1","HIP",83,"LH_Default_PFC_1","Default",0.611996294761071,0.579028151604756,0.0329681431563149
"sub-P1","HIP",84,"LH_Default_PFC_2","Default",0.643443658970861,0.71200479715966,-0.0685611381887995
"sub-P1","HIP",85,"LH_Default_PFC_3","Default",0.495053903011944,0.263297824928895,0.23175607808305
"sub-P1","HIP",86,"LH_Default_PFC_4","Default",0.624649009121245,0.741103682856185,-0.11645467373494
"sub-P1","HIP",87,"LH_Default_PFC_5","Default",0.524335051859266,0.260335342388561,0.263999709470705
"sub-P1","HIP",88,"LH_Default_PFC_6","Default",0.73759751579004,0.689869057825111,0.0477284579649289
"sub-P1","HIP",89,"LH_Default_PFC_7","Default",0.591195270922234,0.520132851227733,0.0710624196945004
"sub-P1","HIP",90,"LH_Default_PFC_8","Default",0.608543759018087,0.381124424223697,0.22741933479439
"sub-P1","HIP",91,"LH_Default_PFC_9","Default",0.43955787269106,0.343280186103955,0.0962776865871046
"sub-P1","HIP",92,"LH_Default_PFC_10","Default",0.708843404626298,0.338725004517294,0.370118400109004
"sub-P1","HIP",93,"LH_Default_PFC_11","Default",0.633975931398058,0.37351271118595,0.260463220212107
"sub-P1","HIP",94,"LH_Default_PFC_12","Default",0.531575570593828,0.302738805418041,0.228836765175787
"sub-P1","HIP",95,"LH_Default_PFC_13","Default",0.523136244763083,0.281107859063744,0.242028385699339
"sub-P1","HIP",96,"LH_Default_pCunPCC_1","Default",0.76644312770719,0.767939381023048,-0.00149625331585734
"sub-P1","HIP",97,"LH_Default_pCunPCC_2","Default",0.638805383131317,0.700464910779333,-0.0616595276480162
"sub-P1","HIP",98,"LH_Default_pCunPCC_3","Default",0.687787153103435,0.679275236913831,0.00851191618960379
"sub-P1","HIP",99,"LH_Default_pCunPCC_4","Default",0.685153804697179,0.621366065439922,0.0637877392572568
"sub-P1","HIP",100,"LH_Default_PHC_1","Default",0.7225861938334,0.650038855825756,0.0725473380076438
"sub-P1","HIP",101,"RH_Vis_1","Vis",0.40818061258793,0.674813478775059,-0.266632866187129
"sub-P1","HIP",102,"RH_Vis_2","Vis",0.669484814906387,0.686712786803805,-0.0172279718974181
"sub-P1","HIP",103,"RH_Vis_3","Vis",0.376002159731118,0.405881518948358,-0.0298793592172407
"sub-P1","HIP",104,"RH_Vis_4","Vis",0.365621154245829,0.496466823696939,-0.130845669451109
"sub-P1","HIP",105,"RH_Vis_5","Vis",0.335222429558144,0.286851134470216,0.0483712950879281
"sub-P1","HIP",106,"RH_Vis_6","Vis",0.311852335302656,0.460535505244452,-0.148683169941796
"sub-P1","HIP",107,"RH_Vis_7","Vis",0.507260433210485,0.658947030693271,-0.151686597482786
"sub-P1","HIP",108,"RH_Vis_8","Vis",0.344751253046613,0.310108449863439,0.0346428031831744
"sub-P1","HIP",109,"RH_Vis_9","Vis",0.315523316298266,0.435056230637414,-0.119532914339148
"sub-P1","HIP",110,"RH_Vis_10","Vis",0.476671507385355,0.68936145670295,-0.212689949317594
"sub-P1","HIP",111,"RH_Vis_11","Vis",0.349974373732271,0.331984423436522,0.0179899502957495
"sub-P1","HIP",112,"RH_Vis_12","Vis",0.303767039355516,0.361591726409527,-0.057824687054011
"sub-P1","HIP",113,"RH_Vis_13","Vis",0.533967001392828,0.578667526724513,-0.0447005253316857
"sub-P1","HIP",114,"RH_Vis_14","Vis",0.463943126245741,0.321611281930116,0.142331844315625
"sub-P1","HIP",115,"RH_Vis_15","Vis",0.31566786022094,0.292532722796466,0.0231351374244734
"sub-P1","HIP",116,"RH_SomMot_1","SomMot",0.589922940341114,0.438647371462638,0.151275568878476
"sub-P1","HIP",117,"RH_SomMot_2","SomMot",0.607888644337105,0.30427184909737,0.303616795239735
"sub-P1","HIP",118,"RH_SomMot_3","SomMot",0.609491681287681,0.561566010343653,0.047925670944028
"sub-P1","HIP",119,"RH_SomMot_4","SomMot",0.48837351384408,0.284755575178368,0.203617938665711
"sub-P1","HIP",120,"RH_SomMot_5","SomMot",0.423265644938296,0.387435638991853,0.0358300059464433
"sub-P1","HIP",121,"RH_SomMot_6","SomMot",0.491407774053739,0.362603202504111,0.128804571549628
"sub-P1","HIP",122,"RH_SomMot_7","SomMot",0.497265159664209,0.543207813443833,-0.0459426537796241
"sub-P1","HIP",123,"RH_SomMot_8","SomMot",0.534848444548862,0.303011945708621,0.231836498840241
"sub-P1","HIP",124,"RH_SomMot_9","SomMot",0.524438167972923,0.442654013409384,0.081784154563539
"sub-P1","HIP",125,"RH_SomMot_10","SomMot",0.526231649782752,0.49868626086524,0.027545388917512
"sub-P1","HIP",126,"RH_SomMot_11","SomMot",0.56357493679848,0.391576504877978,0.171998431920502
"sub-P1","HIP",127,"RH_SomMot_12","SomMot",0.585945074759981,0.565454759523734,0.0204903152362468
"sub-P1","HIP",128,"RH_SomMot_13","SomMot",0.486991920035597,0.245466352176632,0.241525567858965
"sub-P1","HIP",129,"RH_SomMot_14","SomMot",0.609024213219708,0.574751210321786,0.0342730028979213
"sub-P1","HIP",130,"RH_SomMot_15","SomMot",0.443812484421799,0.355746543721158,0.0880659407006412
"sub-P1","HIP",131,"RH_SomMot_16","SomMot",0.521003391738838,0.394047690306455,0.126955701432383
"sub-P1","HIP",132,"RH_SomMot_17","SomMot",0.489687076510462,0.394191069873413,0.0954960066370493
"sub-P1","HIP",133,"RH_SomMot_18","SomMot",0.512724504078976,0.58287680986248,-0.0701523057835045
"sub-P1","HIP",134,"RH_SomMot_19","SomMot",0.425384625399551,0.365319665145854,0.0600649602536968
"sub-P1","HIP",135,"RH_DorsAttn_Post_1","DorsAttn",0.47576965667175,0.268127125486733,0.207642531185017
"sub-P1","HIP",136,"RH_DorsAttn_Post_2","DorsAttn",0.564299816161144,0.420964677856223,0.143335138304921
"sub-P1","HIP",137,"RH_DorsAttn_Post_3","DorsAttn",0.383087473402262,0.0710579192040521,0.31202955419821
"sub-P1","HIP",138,"RH_DorsAttn_Post_4","DorsAttn",0.468686982136833,0.00794326505903384,0.460743717077799
"sub-P1","HIP",139,"RH_DorsAttn_Post_5","DorsAttn",0.422956521456589,0.126228989416985,0.296727532039604
"sub-P1","HIP",140,"RH_DorsAttn_Post_6","DorsAttn",0.647556676677533,0.364921931613384,0.282634745064148
"sub-P1","HIP",141,"RH_DorsAttn_Post_7","DorsAttn",0.532748321861808,0.0644277094537795,0.468320612408029
"sub-P1","HIP",142,"RH_DorsAttn_Post_8","DorsAttn",0.448461209729855,0.192626256056316,0.255834953673539
"sub-P1","HIP",143,"RH_DorsAttn_Post_9","DorsAttn",0.512797454659153,0.389583124586773,0.12321433007238
"sub-P1","HIP",144,"RH_DorsAttn_Post_10","DorsAttn",0.4462489342758,0.0933720713671259,0.352876862908674
"sub-P1","HIP",145,"RH_DorsAttn_FEF_1","DorsAttn",0.405061879867144,0.253681270380299,0.151380609486845
"sub-P1","HIP",146,"RH_DorsAttn_FEF_2","DorsAttn",0.418145140639331,-0.0103406610364936,0.428485801675824
"sub-P1","HIP",147,"RH_DorsAttn_PrCv_1","DorsAttn",0.432897537264187,0.0204823667263958,0.412415170537791
"sub-P1","HIP",148,"RH_SalVentAttn_TempOccPar_1","SalVentAttn",0.341989727966893,-0.00235699477895754,0.344346722745851
"sub-P1","HIP",149,"RH_SalVentAttn_TempOccPar_2","SalVentAttn",0.412116219519861,0.0732108888172436,0.338905330702617
"sub-P1","HIP",150,"RH_SalVentAttn_TempOccPar_3","SalVentAttn",0.356924588991376,-0.124632480837092,0.481557069828468
"sub-P1","HIP",151,"RH_SalVentAttn_PrC_1","SalVentAttn",0.511506782254423,0.392011853417224,0.119494928837198
"sub-P1","HIP",152,"RH_SalVentAttn_FrOperIns_1","SalVentAttn",0.555796348857766,0.329643063643169,0.226153285214597
"sub-P1","HIP",153,"RH_SalVentAttn_FrOperIns_2","SalVentAttn",0.536857847187064,0.184708229781585,0.352149617405479
"sub-P1","HIP",154,"RH_SalVentAttn_FrOperIns_3","SalVentAttn",0.416286118980553,-0.0237517087572285,0.440037827737782
"sub-P1","HIP",155,"RH_SalVentAttn_FrOperIns_4","SalVentAttn",0.423131861036883,0.0247432948414919,0.398388566195392
"sub-P1","HIP",156,"RH_SalVentAttn_Med_1","SalVentAttn",0.392871567091172,0.0909950867928952,0.301876480298277
"sub-P1","HIP",157,"RH_SalVentAttn_Med_2","SalVentAttn",0.637478112643191,0.26741844126156,0.370059671381631
"sub-P1","HIP",158,"RH_SalVentAttn_Med_3","SalVentAttn",0.321811763581243,0.161257206971835,0.160554556609408
"sub-P1","HIP",159,"RH_Limbic_OFC_1","Limbic",0.479216933638932,0.34261394772718,0.136602985911752
"sub-P1","HIP",160,"RH_Limbic_OFC_2","Limbic",0.630817477414764,0.691626819226031,-0.0608093418112673
"sub-P1","HIP",161,"RH_Limbic_OFC_3","Limbic",0.640548059849189,0.573449379927659,0.0670986799215294
"sub-P1","HIP",162,"RH_Limbic_TempPole_1","Limbic",0.441678071116285,0.454679650999092,-0.0130015798828073
"sub-P1","HIP",163,"RH_Limbic_TempPole_2","Limbic",0.390088179529476,0.502245905271345,-0.112157725741869
"sub-P1","HIP",164,"RH_Limbic_TempPole_3","Limbic",0.496039125642271,0.472675729106179,0.0233633965360918
"sub-P1","HIP",165,"RH_Cont_Par_1","Cont",0.582865737039171,0.0587768097535667,0.524088927285605
"sub-P1","HIP",166,"RH_Cont_Par_2","Cont",0.531467739310514,0.241949379166043,0.289518360144471
"sub-P1","HIP",167,"RH_Cont_Par_3","Cont",0.529067452132644,0.32696296488941,0.202104487243234
"sub-P1","HIP",168,"RH_Cont_Temp_1","Cont",0.632941687698368,0.389195682077575,0.243746005620792
"sub-P1","HIP",169,"RH_Cont_PFCv_1","Cont",0.555228508319294,0.416880198626488,0.138348309692806
"sub-P1","HIP",170,"RH_Cont_PFCl_1","Cont",0.524414868091436,0.276992656097658,0.247422211993777
"sub-P1","HIP",171,"RH_Cont_PFCl_2","Cont",0.631183071334953,0.523859162360898,0.107323908974055
"sub-P1","HIP",172,"RH_Cont_PFCl_3","Cont",0.523240163022635,0.0619627299366332,0.461277433086001
"sub-P1","HIP",173,"RH_Cont_PFCl_4","Cont",0.621247365433327,0.39392159812687,0.227325767306456
"sub-P1","HIP",174,"RH_Cont_PFCl_5","Cont",0.783913159172463,0.725734062065671,0.0581790971067919
"sub-P1","HIP",175,"RH_Cont_PFCl_6","Cont",0.681743274393666,0.575884502836489,0.105858771557177
"sub-P1","HIP",176,"RH_Cont_PFCl_7","Cont",0.638146947028,0.425620864516256,0.212526082511744
"sub-P1","HIP",177,"RH_Cont_pCun_1","Cont",0.643954078419441,0.522126952078228,0.121827126341213
"sub-P1","HIP",178,"RH_Cont_Cing_1","Cont",0.763671201293751,0.539358813032303,0.224312388261447
"sub-P1","HIP",179,"RH_Cont_Cing_2","Cont",0.495460960669049,0.269986762188864,0.225474198480186
"sub-P1","HIP",180,"RH_Cont_PFCmp_1","Cont",0.700270746070339,0.454653635757796,0.245617110312543
"sub-P1","HIP",181,"RH_Cont_PFCmp_2","Cont",0.508791465784612,0.161293345364155,0.347498120420457
"sub-P1","HIP",182,"RH_Default_Par_1","Default",0.764972474659208,0.663737770943054,0.101234703716154
"sub-P1","HIP",183,"RH_Default_Par_2","Default",0.755537725288397,0.583267651294882,0.172270073993515
"sub-P1","HIP",184,"RH_Default_Par_3","Default",0.563908963698158,0.477886724459059,0.0860222392390992
"sub-P1","HIP",185,"RH_Default_Temp_1","Default",0.654462812863766,0.731982357850033,-0.0775195449862672
"sub-P1","HIP",186,"RH_Default_Temp_2","Default",0.638768264296663,0.686366107220004,-0.0475978429233408
"sub-P1","HIP",187,"RH_Default_Temp_3","Default",0.783459526514275,0.719436163580871,0.0640233629334037
"sub-P1","HIP",188,"RH_Default_Temp_4","Default",0.638592806421143,0.499790096483441,0.138802709937702
"sub-P1","HIP",189,"RH_Default_Temp_5","Default",0.588399142919362,0.241417562028015,0.346981580891347
"sub-P1","HIP",190,"RH_Default_PFCv_1","Default",0.485718128674263,0.192412699284441,0.293305429389823
"sub-P1","HIP",191,"RH_Default_PFCdPFCm_1","Default",0.679650363503884,0.733911681141866,-0.0542613176379811
"sub-P1","HIP",192,"RH_Default_PFCdPFCm_2","Default",0.759800987057269,0.729793147981221,0.0300078390760476
"sub-P1","HIP",193,"RH_Default_PFCdPFCm_3","Default",0.721652824744686,0.510896894501874,0.210755930242812
"sub-P1","HIP",194,"RH_Default_PFCdPFCm_4","Default",0.678415176222698,0.658602198431797,0.0198129777909016
"sub-P1","HIP",195,"RH_Default_PFCdPFCm_5","Default",0.571997939466329,0.576189840769721,-0.00419190130339264
"sub-P1","HIP",196,"RH_Default_PFCdPFCm_6","Default",0.611919248903724,0.545902760006382,0.0660164888973416
"sub-P1","HIP",197,"RH_Default_PFCdPFCm_7","Default",0.523132257954912,0.316362939132691,0.206769318822221
"sub-P1","HIP",198,"RH_Default_pCunPCC_1","Default",0.660908547755298,0.633759529848,0.0271490179072974
"sub-P1","HIP",199,"RH_Default_pCunPCC_2","Default",0.751644026422577,0.710928833431306,0.040715192991271
"sub-P1","HIP",200,"RH_Default_pCunPCC_3","Default",0.720205978698923,0.622419451134003,0.0977865275649203
"sub-P1","HIP",201,"Subcortex_aHIP-rh","Subcortex",NA,NA,NA
"sub-P1","HIP",202,"Subcortex_pHIP-rh","Subcortex",NA,NA,NA
"sub-P1","HIP",203,"Subcortex_lAMY-rh","Subcortex",0.428112978020473,0.505307024807865,-0.0771940467873925
"sub-P1","HIP",204,"Subcortex_mAMY-rh","Subcortex",0.382687295010644,0.581524417618889,-0.198837122608246
"sub-P1","HIP",205,"Subcortex_THA-DP-rh","Subcortex",0.644394457511718,0.521736084998761,0.122658372512957
"sub-P1","HIP",206,"Subcortex_THA-VP-rh","Subcortex",0.43390885532771,0.354245698317136,0.0796631570105745
"sub-P1","HIP",207,"Subcortex_THA-VA-rh","Subcortex",0.683049764229235,0.592612365561667,0.0904373986675683
"sub-P1","HIP",208,"Subcortex_THA-DA-rh","Subcortex",0.622271742621236,0.613343560053708,0.0089281825675287
"sub-P1","HIP",209,"Subcortex_NAc-shell-rh","Subcortex",0.354275469175603,0.217085145492366,0.137190323683238
"sub-P1","HIP",210,"Subcortex_NAc-core-rh","Subcortex",0.487276257263405,0.429470175912553,0.0578060813508522
"sub-P1","HIP",211,"Subcortex_pGP-rh","Subcortex",0.24229214778235,0.151645310284592,0.0906468374977586
"sub-P1","HIP",212,"Subcortex_aGP-rh","Subcortex",0.169524396643604,0.270581224541479,-0.101056827897875
"sub-P1","HIP",213,"Subcortex_aPUT-rh","Subcortex",0.733048781082193,0.428385590766792,0.304663190315401
"sub-P1","HIP",214,"Subcortex_pPUT-rh","Subcortex",0.557132868946027,0.281262329898134,0.275870539047893
"sub-P1","HIP",215,"Subcortex_aCAU-rh","Subcortex",0.601005682797887,0.652837015846845,-0.0518313330489579
"sub-P1","HIP",216,"Subcortex_pCAU-rh","Subcortex",0.492198326686504,0.574499299393349,-0.0823009727068449
"sub-P1","HIP",217,"Subcortex_aHIP-lh","Subcortex",NA,NA,NA
"sub-P1","HIP",218,"Subcortex_pHIP-lh","Subcortex",NA,NA,NA
"sub-P1","HIP",219,"Subcortex_lAMY-lh","Subcortex",0.43659324389233,0.45148794310376,-0.0148946992114302
"sub-P1","HIP",220,"Subcortex_mAMY-lh","Subcortex",0.336103484358548,0.311588735560207,0.0245147487983417
"sub-P1","HIP",221,"Subcortex_THA-DP-lh","Subcortex",0.582718155896422,0.433781515310264,0.148936640586158
"sub-P1","HIP",222,"Subcortex_THA-VP-lh","Subcortex",0.48199408184223,0.327415078969522,0.154579002872708
"sub-P1","HIP",223,"Subcortex_THA-VA-lh","Subcortex",0.586348709120103,0.60859602822027,-0.0222473191001663
"sub-P1","HIP",224,"Subcortex_THA-DA-lh","Subcortex",0.644576203594825,0.549567145811854,0.0950090577829706
"sub-P1","HIP",225,"Subcortex_NAc-shell-lh","Subcortex",0.395354550190522,0.395527601846357,-0.00017305165583531
"sub-P1","HIP",226,"Subcortex_NAc-core-lh","Subcortex",0.524058650689837,0.555744913117317,-0.0316862624274798
"sub-P1","HIP",227,"Subcortex_pGP-lh","Subcortex",0.162381473584301,0.027423672446486,0.134957801137815
"sub-P1","HIP",228,"Subcortex_aGP-lh","Subcortex",0.178719822580234,0.129306965096849,0.0494128574833845
"sub-P1","HIP",229,"Subcortex_aPUT-lh","Subcortex",0.577595008819582,0.329425573680045,0.248169435139537
"sub-P1","HIP",230,"Subcortex_pPUT-lh","Subcortex",0.356848951554838,0.366497278292267,-0.00964832673742899
"sub-P1","HIP",231,"Subcortex_aCAU-lh","Subcortex",0.53348162049685,0.475100823003234,0.058380797493616
"sub-P1","HIP",232,"Subcortex_pCAU-lh","Subcortex",0.541635784782502,0.436687771003791,0.104948013778711
"sub-P1","AMY",1,"LH_Vis_1","Vis",0.212698259362405,0.358255753143227,-0.145557493780822
"sub-P1","AMY",2,"LH_Vis_2","Vis",0.220846525534986,0.323667219634206,-0.10282069409922
"sub-P1","AMY",3,"LH_Vis_3","Vis",0.239345342464282,0.288085988896795,-0.0487406464325125
"sub-P1","AMY",4,"LH_Vis_4","Vis",0.16492699669328,0.414797446982565,-0.249870450289285
"sub-P1","AMY",5,"LH_Vis_5","Vis",0.174217000202212,0.244120512495635,-0.0699035122934231
"sub-P1","AMY",6,"LH_Vis_6","Vis",0.219965861849536,0.359745007576319,-0.139779145726784
"sub-P1","AMY",7,"LH_Vis_7","Vis",0.180796235530556,0.388038985762872,-0.207242750232316
"sub-P1","AMY",8,"LH_Vis_8","Vis",0.255858391774184,0.344461851951116,-0.088603460176932
"sub-P1","AMY",9,"LH_Vis_9","Vis",0.17295406152275,0.372129752791973,-0.199175691269224
"sub-P1","AMY",10,"LH_Vis_10","Vis",0.159095321349093,0.450329342203485,-0.291234020854392
"sub-P1","AMY",11,"LH_Vis_11","Vis",0.216793511881278,0.26447502159487,-0.0476815097135913
"sub-P1","AMY",12,"LH_Vis_12","Vis",0.229876837612978,0.375569234427705,-0.145692396814726
"sub-P1","AMY",13,"LH_Vis_13","Vis",0.219635908822254,0.380591771787228,-0.160955862964973
"sub-P1","AMY",14,"LH_Vis_14","Vis",0.167158778308434,0.289145536581281,-0.121986758272847
"sub-P1","AMY",15,"LH_SomMot_1","SomMot",0.272344198840386,0.370392483638484,-0.0980482847980976
