"seed","roi","roi_label","network","n","mean_PSIL","mean_MTP","mean_delta","d_z","d_av","p_value","p_wilcox","p_FDR","p_wilcox_FDR","significant","sig_wilcox"
"HIP",60,"LH_Limbic_TempPole_4","Limbic",6,0.363981206850599,0.188762070490536,0.175219136360063,1.26865899963327,1.86872870035655,0.0266240082222135,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",61,"LH_Cont_Par_1","Cont",6,0.492461255874716,0.195411996049944,0.297049259824772,1.98244039171746,3.05219900277487,0.00464950863260627,0.0360316862182336,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",62,"LH_Cont_Par_2","Cont",6,0.463679092974896,0.234089367242714,0.229589725732182,1.22007052772642,2.07967082897786,0.0304981696871683,0.0360316862182336,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",63,"LH_Cont_Par_3","Cont",6,0.414202729222193,0.136642873354185,0.277559855868008,1.35452113453975,2.40346525692002,0.021057112483544,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",64,"LH_Cont_Temp_1","Cont",6,0.369867474327955,0.218869373173366,0.150998101154589,1.25132428536356,1.32408079089383,0.0279390286359839,0.0360316862182336,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",65,"LH_Cont_OFC_1","Cont",6,0.419239377483573,0.192959189196518,0.226280188287056,1.57569608859345,2.16482342479696,0.0118841959023738,0.0360316862182336,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",66,"LH_Cont_PFCl_1","Cont",6,0.456072994419014,0.202457427797309,0.253615566621705,1.07792414819303,1.74446309017636,0.0459560435659674,0.0934924836898357,0.20293536863458,0.261488864205625,FALSE,FALSE
"HIP",67,"LH_Cont_PFCl_2","Cont",6,0.487892819837672,0.311435893625265,0.176456926212407,0.839211272175514,1.41904898642563,0.0949586992183341,0.208412803684149,0.235036554886587,0.295143597763887,FALSE,FALSE
"HIP",68,"LH_Cont_PFCl_3","Cont",6,0.462677967099903,0.143917746840304,0.318760220259599,1.34362171344914,2.53935907185098,0.0216850965672778,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",69,"LH_Cont_PFCl_4","Cont",6,0.46851380978654,0.270979030641917,0.197534779144623,0.989781780054543,1.57778311125957,0.0597875822342418,0.0591720678258594,0.209716442298571,0.245295117532654,FALSE,FALSE
"HIP",70,"LH_Cont_PFCl_5","Cont",6,0.475032818041326,0.262798791589979,0.212234026451347,0.76700105023731,1.39645154879504,0.119065966991689,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",71,"LH_Cont_pCun_1","Cont",6,0.511350789872927,0.344230592914239,0.167120196958688,1.17746243768153,1.02745436640552,0.0344196324946388,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",72,"LH_Cont_Cing_1","Cont",6,0.483283911824306,0.260062920470293,0.223220991354013,1.10892921521418,1.49295140456019,0.0419591024589144,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",73,"LH_Cont_Cing_2","Cont",6,0.441336582342652,0.28376945530267,0.157567127039981,0.799309649839608,1.46926689462084,0.107576584098389,0.0934924836898357,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",74,"LH_Default_Temp_1","Default",6,0.417897088238108,0.333905398022623,0.0839916902154853,0.517913615534664,0.66688764323528,0.260428720760073,0.529368106184798,0.329876379629426,0.574742515286352,FALSE,FALSE
"HIP",75,"LH_Default_Temp_2","Default",6,0.339066080262211,0.241730856375633,0.0973352238865781,0.603228053627212,0.956636588287236,0.199559950641083,0.29450739368011,0.284665396176055,0.347915470254223,FALSE,FALSE
"HIP",76,"LH_Default_Temp_3","Default",6,0.473025579273242,0.396747420366363,0.0762781589068785,0.316637421002147,0.451765895694144,0.473054906761166,0.29450739368011,0.51116833526799,0.347915470254223,FALSE,FALSE
"HIP",77,"LH_Default_Temp_4","Default",6,0.430362066941493,0.295263904589796,0.135098162351697,0.602900961648675,0.938792696227096,0.199765190298986,0.208412803684149,0.284665396176055,0.295143597763887,FALSE,FALSE
"HIP",78,"LH_Default_Temp_5","Default",6,0.451050497856694,0.299799598249108,0.151250899607585,0.606178637447146,1.06751334645865,0.197717703636782,0.208412803684149,0.284665396176055,0.295143597763887,FALSE,FALSE
"HIP",79,"LH_Default_Par_1","Default",6,0.465328808114618,0.253048561396639,0.21228024671798,0.86931128110846,1.21934738125781,0.0864731925748542,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",80,"LH_Default_Par_2","Default",6,0.462425538484077,0.305948591194704,0.156476947289373,0.650723617567604,0.871125109826289,0.171831190481366,0.208412803684149,0.270885120712491,0.295143597763887,FALSE,FALSE
"HIP",81,"LH_Default_Par_3","Default",6,0.431648465380017,0.250647009155538,0.181001456224479,0.751219251518964,1.24958715209237,0.125130888307411,0.142213241936393,0.23774868778408,0.261488864205625,FALSE,FALSE
"HIP",82,"LH_Default_Par_4","Default",6,0.493188853335969,0.361861033230725,0.131327820105245,0.751966747232748,1.05593832705036,0.124836599998096,0.208412803684149,0.23774868778408,0.295143597763887,FALSE,FALSE
"HIP",83,"LH_Default_PFC_1","Default",6,0.402333493017955,0.314106752875398,0.0882267401425569,0.490727168710973,0.561735811291007,0.283170167429898,0.29450739368011,0.340742777258211,0.347915470254223,FALSE,FALSE
"HIP",84,"LH_Default_PFC_2","Default",6,0.42842836685446,0.411698665081463,0.0167297017729971,0.0858684256816251,0.0840683166534377,0.841709829879028,0.833935414088552,0.852932627610749,0.864260338237227,FALSE,FALSE
"HIP",85,"LH_Default_PFC_3","Default",6,0.366579967158067,0.207658840737813,0.158921126420254,0.611461555555943,1.12889945799425,0.194460094404015,0.29450739368011,0.284665396176055,0.347915470254223,FALSE,FALSE
"HIP",86,"LH_Default_PFC_4","Default",6,0.483332087283938,0.447321638776819,0.0360104485071187,0.178748805031564,0.212745614736508,0.679767975144345,0.833935414088552,0.714226259598666,0.864260338237227,FALSE,FALSE
"HIP",87,"LH_Default_PFC_5","Default",6,0.416719501813492,0.197629426810334,0.219090075003158,0.835169222117855,1.5653147270281,0.0961632825833271,0.0934924836898357,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",88,"LH_Default_PFC_6","Default",6,0.584040971347919,0.450669655556376,0.133371315791543,0.789519390432999,0.827864239535263,0.110931668662706,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",89,"LH_Default_PFC_7","Default",6,0.505738233413463,0.384893809897919,0.120844423515544,0.700368926541301,0.976025203346317,0.146902964068686,0.208412803684149,0.255950201088696,0.295143597763887,FALSE,FALSE
"HIP",90,"LH_Default_PFC_8","Default",6,0.512133518816147,0.349860513199621,0.162273005616526,0.975277396419788,1.52629679474376,0.0624702215555007,0.0591720678258594,0.215806219919002,0.245295117532654,FALSE,FALSE
"HIP",91,"LH_Default_PFC_9","Default",6,0.432083619982984,0.302804552147469,0.129279067835515,0.614163016017255,1.04862634616617,0.192814381309652,0.208412803684149,0.284665396176055,0.295143597763887,FALSE,FALSE
"HIP",92,"LH_Default_PFC_10","Default",6,0.508724909857297,0.299870216992777,0.20885469286452,0.803872338819778,1.34330000156168,0.106049137692909,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",93,"LH_Default_PFC_11","Default",6,0.491396502242702,0.325328437465837,0.166068064776865,0.728725042576549,1.23501930686766,0.134326351827402,0.142213241936393,0.245011265733182,0.261488864205625,FALSE,FALSE
"HIP",94,"LH_Default_PFC_12","Default",6,0.497093189376486,0.34034297717286,0.156750212203626,0.645054838974278,1.21948065093545,0.174931743655003,0.208412803684149,0.270885120712491,0.295143597763887,FALSE,FALSE
"HIP",95,"LH_Default_PFC_13","Default",6,0.408368528400522,0.227889420852309,0.180479107548213,0.732461104984192,1.3451955447175,0.132752688683672,0.208412803684149,0.244093653386106,0.295143597763887,FALSE,FALSE
"HIP",96,"LH_Default_pCunPCC_1","Default",6,0.545436777773211,0.481393198886207,0.0640435788870039,0.299712943067468,0.362955851554159,0.495823305082763,0.674986713970489,0.533243931881462,0.712485975857739,FALSE,FALSE
"HIP",97,"LH_Default_pCunPCC_2","Default",6,0.495019186740758,0.449663055827784,0.0453561309129737,0.245022544614567,0.290591528818165,0.574549234052656,0.674986713970489,0.609289420297701,0.712485975857739,FALSE,FALSE
"HIP",98,"LH_Default_pCunPCC_3","Default",6,0.537248638245132,0.436134271032845,0.101114367212287,0.652049466844852,0.747022328539209,0.171113853124385,0.142213241936393,0.270885120712491,0.261488864205625,FALSE,FALSE
"HIP",99,"LH_Default_pCunPCC_4","Default",6,0.535143995361817,0.397620493680798,0.137523501681019,0.79056373180014,1.01700333794194,0.11056866281561,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",100,"LH_Default_PHC_1","Default",6,0.483705046680938,0.419486517365924,0.0642185293150134,0.319580367248361,0.387828415757218,0.469174270565079,0.833935414088552,0.509389208042086,0.864260338237227,FALSE,FALSE
"HIP",101,"RH_Vis_1","Vis",6,0.339387972170153,0.240435035646295,0.0989529365238581,0.454505020754696,0.64651867153217,0.31621539529043,0.401678166469773,0.369728769878042,0.446744497341991,FALSE,FALSE
"HIP",102,"RH_Vis_2","Vis",6,0.471123642320678,0.382861989398119,0.0882616529225581,0.628272021701047,0.59494932720293,0.184436256055196,0.208412803684149,0.278486532321753,0.295143597763887,FALSE,FALSE
"HIP",103,"RH_Vis_3","Vis",6,0.398384560909837,0.205890743670258,0.192493817239579,0.937926846215941,1.30424270109986,0.0699956421229912,0.142213241936393,0.220709228457551,0.261488864205625,FALSE,FALSE
"HIP",104,"RH_Vis_4","Vis",6,0.377397048663157,0.237748566209943,0.139648482453214,0.551998610718671,0.85201049725896,0.234277550912996,0.401678166469773,0.306917373354,0.446744497341991,FALSE,FALSE
"HIP",105,"RH_Vis_5","Vis",6,0.379421269629388,0.171100161830273,0.208321107799115,1.01294599310324,1.45829639280278,0.0557589514189066,0.0934924836898357,0.20293536863458,0.261488864205625,FALSE,FALSE
"HIP",106,"RH_Vis_6","Vis",6,0.370496965599892,0.229143175834934,0.141353789764958,0.681800146137564,0.990809035881898,0.155774404064219,0.208412803684149,0.261151206813544,0.295143597763887,FALSE,FALSE
"HIP",107,"RH_Vis_7","Vis",6,0.449872435589268,0.363697811612244,0.086174623977024,0.470593346148186,0.585428373326076,0.301141383519562,0.29450739368011,0.357605392929479,0.347915470254223,FALSE,FALSE
"HIP",108,"RH_Vis_8","Vis",6,0.312770273018303,0.15410588455508,0.158664388463222,1.05596798594645,1.38313272489024,0.0490393801456349,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",109,"RH_Vis_9","Vis",6,0.335140833128122,0.198830052496168,0.136310780631954,0.600080032701406,0.947666401791308,0.201543673825216,0.29450739368011,0.285415885913971,0.347915470254223,FALSE,FALSE
"HIP",110,"RH_Vis_10","Vis",6,0.335961159342625,0.294993052697948,0.0409681066446769,0.196003634050795,0.223089390622878,0.651417718901638,0.674986713970489,0.687607592173952,0.712485975857739,FALSE,FALSE
"HIP",111,"RH_Vis_11","Vis",6,0.333116576962383,0.16849104390598,0.164625533056404,0.917417545490724,1.12171321866064,0.0745377657510152,0.0934924836898357,0.220709228457551,0.261488864205625,FALSE,FALSE
"HIP",112,"RH_Vis_12","Vis",6,0.326905900233417,0.157856175625623,0.169049724607795,0.82614848027906,1.16776334309756,0.0989097433372928,0.208412803684149,0.235036554886587,0.295143597763887,FALSE,FALSE
"HIP",113,"RH_Vis_13","Vis",6,0.401065993355936,0.257559584462344,0.143506408893592,0.803619258897683,0.911768302539876,0.10613326730318,0.401678166469773,0.235036554886587,0.446744497341991,FALSE,FALSE
"HIP",114,"RH_Vis_14","Vis",6,0.387619134675658,0.189083175332412,0.198535959343246,0.859607792600436,1.40561786107903,0.0891177696234571,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",115,"RH_Vis_15","Vis",6,0.363511754745015,0.166033035818447,0.197478718926568,1.01051714465642,1.50670967846077,0.0561671841835325,0.0934924836898357,0.20293536863458,0.261488864205625,FALSE,FALSE
"HIP",116,"RH_SomMot_1","SomMot",6,0.45966391617866,0.299756457535151,0.159907458643509,0.795583815590682,0.942667524021744,0.108840827214335,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",117,"RH_SomMot_2","SomMot",6,0.422183055542761,0.270762685240663,0.151420370302097,0.594852078916318,0.870001007968513,0.204879955720084,0.208412803684149,0.286789510029338,0.295143597763887,FALSE,FALSE
"HIP",118,"RH_SomMot_3","SomMot",6,0.439315075637182,0.304139438366265,0.135175637270918,0.635362288451665,0.739681397293085,0.180360794252481,0.208412803684149,0.275588485597255,0.295143597763887,FALSE,FALSE
"HIP",119,"RH_SomMot_4","SomMot",6,0.372095283982599,0.24709270875007,0.125002575232529,0.495259087127169,0.744084080474849,0.279259165662721,0.29450739368011,0.340742777258211,0.347915470254223,FALSE,FALSE
"HIP",120,"RH_SomMot_5","SomMot",6,0.303334175532806,0.215807114565997,0.0875270609668088,0.354078772589717,0.511354147176094,0.425428956572788,0.29450739368011,0.468588415935244,0.347915470254223,FALSE,FALSE
"HIP",121,"RH_SomMot_6","SomMot",6,0.323310676948931,0.22378079425598,0.0995298826929512,0.329854745653259,0.483023071364319,0.455809369315764,0.529368106184798,0.497246584708106,0.574742515286352,FALSE,FALSE
"HIP",122,"RH_SomMot_7","SomMot",6,0.324936939759996,0.318771402226859,0.00616553753313654,0.0277082575799064,0.0378857692220444,0.948518779065034,1,0.948518779065034,1,FALSE,FALSE
