subj,ses,task,run,echo,direction,mode,n_pre,n_post,pre,post,json,same_shape3d,same_affine,same_dtype,frames_ok,n_trim,mean_drift,sd_fg_ratio,sd_bg_ratio,tsnr_pre_med,tsnr_post_med,tsnr_gain_med,tsnr_gain_p90,fwhm_ratio,resid_sd_fg,resid_sd_bg,verdict
sub-P7,ses-7,BOLDREST3,run-1,3,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-3_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-3_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-3_part-mag_bold.json,True,True,True,True,3,0.0022260244004428387,0.86777263879776,0.4292895197868347,8.874465942382812,10.079678535461426,1.1358067989349365,1.233527421951294,1.000276387179379,272.8262630323366,43.97152582544593,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST3,run-1,4,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-4_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-4_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-4_part-mag_bold.json,True,True,True,True,3,0.006303159520030022,0.8669503927230835,0.380710631608963,5.671854496002197,6.404889106750488,1.1292407512664795,1.2235060930252075,1.0010319483485624,247.36236967357965,36.072452072647344,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST3,run-1,5,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-5_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-5_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST3_dir-PA_run-1_echo-5_part-mag_bold.json,True,True,True,True,3,0.01455550454556942,0.8638856410980225,0.3305218517780304,3.716217517852783,4.176944732666016,1.1239774227142334,1.2061922550201416,1.0001538607199778,222.07252489383302,33.98883751433151,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST4,run-1,1,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-1_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-1_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-1_part-mag_bold.json,True,True,True,True,3,0.00040894898120313883,0.8283586502075195,0.6675617098808289,19.552330017089844,23.664865493774414,1.2103347778320312,1.26493501663208,0.9990291611541836,413.56379522814194,101.4048136072705,✓ PASS
sub-P7,ses-7,BOLDREST4,run-1,2,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-2_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-2_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-2_part-mag_bold.json,True,True,True,True,3,0.0008266167133115232,0.8734192848205566,0.5068331360816956,12.612321853637695,14.357990264892578,1.1384097337722778,1.226595163345337,0.9991150974006126,313.3606327483242,65.78094746334642,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST4,run-1,3,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-3_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-3_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-3_part-mag_bold.json,True,True,True,True,3,0.0023010417353361845,0.8813707828521729,0.4365735948085785,8.083861351013184,9.053757667541504,1.1199793815612793,1.2228732109069824,1.000291492162255,275.6661528955195,43.08661247976119,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST4,run-1,4,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-4_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-4_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-4_part-mag_bold.json,True,True,True,True,3,0.0064108301885426044,0.8841724991798401,0.3814871907234192,5.203229904174805,5.774909019470215,1.1098700761795044,1.2085614204406738,1.0011731118602918,247.0175774908253,35.19536520791798,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST4,run-1,5,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-5_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-5_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST4_dir-PA_run-1_echo-5_part-mag_bold.json,True,True,True,True,3,0.014911550097167492,0.8759634494781494,0.3245835602283478,3.4420766830444336,3.8036584854125977,1.105047583580017,1.1979782581329346,1.0001959751122709,223.5982317962908,33.08647236930788,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST6,run-1,1,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-1_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-1_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-1_part-mag_bold.json,True,True,True,True,3,0.00037443952169269323,0.922034502029419,0.7617322206497192,12.57093334197998,13.599427223205566,1.081815242767334,1.1429479122161865,0.999027716130168,384.6609639549482,92.16604605821523,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST6,run-1,2,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-2_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-2_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-2_part-mag_bold.json,True,True,True,True,3,0.0007479648920707405,0.9489155411720276,0.5823617577552795,8.184185028076172,8.573967933654785,1.0476263761520386,1.1152126789093018,0.9989496364013033,286.20908371363345,60.83750110795705,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST6,run-1,3,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-3_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-3_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-3_part-mag_bold.json,True,True,True,True,3,0.0021206880919635296,0.9512699246406555,0.47698527574539185,5.512784004211426,5.747701644897461,1.0426132678985596,1.1074903011322021,1.0001125885330229,252.06594540321674,41.65059532309019,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST6,run-1,4,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-4_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-4_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-4_part-mag_bold.json,True,True,True,True,3,0.0060839569196105,0.9477383494377136,0.41131195425987244,3.699394464492798,3.851132869720459,1.0410170555114746,1.1052173376083374,1.0010598585260586,226.64170833539325,34.347237813383764,✗ SIN DENOISING
sub-P7,ses-7,BOLDREST6,run-1,5,PA,complex,516,513,F:/JIVillL/openneuro/ds006072/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-5_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-5_part-mag_bold.nii.gz,D:/ProfessionalProyects/PsyConn/derivatives/ds006072/prep/nordic/data/texc/sub-P7/ses-7/func/sub-P7_ses-7_task-BOLDREST6_dir-PA_run-1_echo-5_part-mag_bold.json,True,True,True,True,3,0.014229752123355865,0.9391576051712036,0.33765560388565063,2.595607042312622,2.689082384109497,1.036012887954712,1.1035782098770142,0.9999561490376222,204.4899708698434,31.365562767247827,✗ SIN DENOISING
