Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	8.55715521838885	8.649416675422804	0.12427402593675652	0.19422498763397936	123	146	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_001	7.908937733533485	9.076208334120457	0.36561583598455344	0.5111019906300411	0	212	0.0	0.0	-6.458291089148663	5.755832220570981e-09	1	n/a	rejected	Unlikely BOLD
ICA_002	6.806116607426232	12.39835667058607	0.3196618916927544	0.32348170801782883	161	654	0.0	0.25766871165644173	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_003	6.91082643692854	10.10467594810381	0.11498559652013535	0.20999522069368248	0	115	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_004	11.122164258523291	9.55749105161921	0.2831409474482106	0.5553866136194225	96	142	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_005	9.509846815110546	24.443415686064665	0.5254317693791896	0.23887193220218	606	1435	0.5707154742096506	0.7732474964234621	6.7197185371507375	3.785698114132878e-10	-1	n/a	rejected	Unlikely BOLD
ICA_006	13.521743317389259	7.942221076410028	0.13731436267592406	0.2536476180589071	2332	240	0.1857018308631212	0.0	20.02510710968109	1.9849059575800545e-68	1	13.411693500133016	accepted	Likely BOLD
ICA_007	28.67088646941472	7.562162728688528	0.19703497748764542	0.394382198419803	6359	0	0.5118989800874211	0.0	30.405447192632252	1.2661045424507172e-184	1	15.124897853338503	accepted	Likely BOLD
ICA_008	53.62976875935348	7.525433624033018	0.3088776477747234	0.5244554235543699	10257	389	0.5642867834156563	0.0	33.76587422784916	2.2516899188380036e-230	1	10.640176399148704	accepted	Likely BOLD
ICA_009	9.969341302332104	8.082333862089754	0.11100500926308314	0.19127750420249728	494	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_010	63.101398115060704	8.684262176903204	0.14705314285264304	0.3855938500646183	2607	411	0.3607657390961121	0.0	30.327225135660306	2.31761585657507e-178	-1	11.785032546555074	accepted	Likely BOLD
ICA_011	8.12531417644198	9.747906750535694	0.18788328870065688	0.20975624090815007	108	88	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_012	8.01623424959364	9.901492722539192	0.1877077828402786	0.20864455379476377	210	277	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_013	40.52827838320676	7.540616234597591	0.16003778743063143	0.2986838071811252	3120	155	0.45579119086460035	0.0	30.327736758706525	1.473886272859585e-171	1	11.008611362075637	accepted	Likely BOLD
ICA_014	7.3173967493896415	14.419396439229088	0.5108839760462238	0.5586935323968725	161	838	0.0	0.269449715370019	-10.78216587065921	1.5855634550179386e-19	-1	n/a	rejected	Unlikely BOLD
ICA_015	6.6292989878963935	10.532030820490107	0.12469198821210702	0.22297901664906267	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_016	54.38127327952555	7.7096956819688565	0.3784664603536415	0.6272542881243591	15871	978	0.6340414607534818	0.0	17.818265236261457	1.212599345034186e-69	-1	12.108445853241346	accepted	Likely BOLD
ICA_017	6.950589355855288	17.81373330906382	0.5917734653295387	0.8288775955562143	0	2185	0.0	0.20936130966105604	-10.092219397440639	2.765274819902958e-21	1	n/a	rejected	Unlikely BOLD
ICA_018	10.260743733371987	7.718565074478758	0.10111078648466808	0.18889951267502347	498	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_019	6.417449996317174	18.111445292890046	0.5702559776575435	0.8116964931528527	199	2592	0.0	0.14193799961006043	-15.103125817612835	7.658059832853959e-37	1	n/a	rejected	Unlikely BOLD
ICA_020	31.691738642225726	8.94178224128774	0.5146797069240987	0.6101462735697308	7917	886	0.5535680424751912	0.2737556561085973	24.790078205869776	3.604138363355611e-129	-1	17.313946983357887	accepted	Likely BOLD
ICA_021	7.601689359012221	17.95032941935242	0.5343065892439782	0.7255708023441209	0	2024	0.0	0.1800595238095238	-7.147683367751751	1.2784025454787147e-10	-1	n/a	rejected	Unlikely BOLD
ICA_022	16.333013813024674	8.511581577001762	0.16438842258443281	0.3014004662209421	3645	134	0.24986025712688653	0.0	27.01129223049126	5.346867782270727e-132	1	18.33105287476745	accepted	Likely BOLD
ICA_023	13.437456523863004	15.65198631117863	2.1188472938858336	0.9851767370553565	1107	1071	0.5270394133822182	0.4354382657869934	7.25883060336197	2.471302261406045e-12	1	n/a	rejected	Unlikely BOLD
ICA_024	47.308457978754824	7.874130974878002	0.2274969548758817	0.4209935147900244	4049	164	0.47682788230837225	0.0	37.486533989468356	3.3258698570495326e-254	1	16.7876260112072	accepted	Likely BOLD
ICA_025	17.00792234661621	8.138424069923188	0.14247626730234134	0.2781698812650768	4768	133	0.22039859320046892	0.0	27.540798635022487	1.736077623903406e-137	-1	18.696197918432734	accepted	Likely BOLD
ICA_026	15.829251785788394	18.88597951846729	3.94352149513699	1.143501317701311	1267	1148	0.4841549295774648	0.5049180327868853	11.685343839314255	3.88462424810074e-28	1	n/a	rejected	Unlikely BOLD
ICA_027	17.15489411327388	14.770931968739967	0.4520315568726549	0.6032789276585517	3812	524	0.12898110215409012	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_028	25.047517079629184	27.916427847931867	2.0080106322699183	2.471152344621	7782	5595	0.2726623840114204	0.14094020994979461	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_029	10.233518757635093	30.148570561202952	0.707587321681435	0.2580409783370094	637	1746	0.49958915365653245	0.7082966871885078	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_030	7.206969858584817	8.54206573153126	0.30047904079452087	0.37659748249088837	227	117	0.0	0.0	-10.211301777945003	2.0860367121455116e-16	-1	n/a	rejected	Unlikely BOLD
ICA_031	8.040081122077138	9.490777610193012	0.12578941854720158	0.2043691717804354	97	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_032	11.16959208475682	14.694917249248945	1.3241777420996383	0.685672911369246	543	282	0.3756906077348066	0.0	-0.14989098555332792	0.8811224013560165	-1	n/a	rejected	Unlikely BOLD
ICA_033	17.975887176623612	8.268166994272699	0.17197118814251158	0.30275390810475405	6421	623	0.35187233370200666	0.0	20.41520171507444	6.294985987377022e-76	-1	16.158912464192287	accepted	Likely BOLD
ICA_034	7.259835307485882	11.699448827199232	0.2253472763180822	0.2581159324007064	234	428	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_035	43.01859933780704	7.839274737368167	0.23606038984312827	0.41664164951595584	7208	252	0.4686656245559187	0.0	24.263911270892063	5.6492157811280096e-123	1	9.638593787730853	accepted	Likely BOLD
