"node","strength","eigenvector","degree","betweenness","closeness","local_clustering","within_module_z","participation","role","module"
"7Networks_LH_Vis_1",67.7040691296507,0.559912721190338,27,0,0.00146016303353589,0.919741681970246,0.621247504388482,0.156524931573654,"R2_peripheral",1
"7Networks_LH_Vis_2",91.7932664192718,0.775614289441734,47,527,0.00169177314259571,0.527957385522718,0.229331899025667,0.537152095895342,"R2_peripheral",1
"7Networks_LH_Vis_3",93.1105778124891,0.796084675676297,53,175,0.00175661305631981,0.518193390074763,-0.0721818032673015,0.596605163784605,"R2_peripheral",1
"7Networks_LH_Vis_4",70.2374240625142,0.574408348419769,28,3,0.00145651316361604,0.900567723958496,1.04449464425578,0.17729170108855,"R2_peripheral",1
"7Networks_LH_Vis_5",64.4182606117355,0.561146739101901,11,14,0.00131746625698548,0.660198228357818,-2.03576521963532,0.472503784790587,"R2_peripheral",2
"7Networks_LH_Vis_6",74.4484307854389,0.624778821004396,33,5,0.00150377704637479,0.632572621289515,-0.595991233627763,0.420252755828714,"R2_peripheral",1
"7Networks_LH_Vis_7",65.1032056128971,0.536821303056922,27,0,0.00141952870090867,0.908540506603147,0.310046681574622,0.212126263101154,"R2_peripheral",1
"7Networks_LH_Vis_8",103.423908804053,0.885629472044702,106,1694,0.00205892192368761,0.318447621194056,-0.928843621779638,0.698947333197331,"R3_nonhub_connector",1
"7Networks_LH_Vis_9",68.9056347384644,0.582413942835722,17,24,0.00132512603450109,0.771777372668099,-1.53502426627579,0.270598276908873,"R2_peripheral",1
"7Networks_LH_Vis_10",60.699226509502,0.49265706284069,23,0,0.00141527321639064,0.979454437813815,0.811235542438918,0.0512355805813418,"R2_peripheral",1
"7Networks_LH_Vis_11",66.7374318997941,0.561871788803198,30,0,0.00157255533125192,0.821205672150623,0.31043303524967,0.259083441102706,"R2_peripheral",1
"7Networks_LH_Vis_12",75.338784178394,0.635873108687601,41,418,0.00168059946539795,0.535942280783042,-0.177701929143376,0.52155733601877,"R2_peripheral",1
"7Networks_LH_Vis_13",69.1668806330438,0.572073189936754,27,16,0.00148869820311083,0.920709413918554,0.591263235839097,0.213197857905179,"R2_peripheral",1
"7Networks_LH_Vis_14",71.9713483204747,0.597681122133868,31,68,0.00156683139375266,0.83288742600126,0.924787599607174,0.257397001691508,"R2_peripheral",1
"7Networks_LH_SomMot_1",83.0059772611669,0.74193317079288,68,13,0.0017594443606038,0.674071780291275,0.603897412773037,0.332435673974287,"R2_peripheral",2
"7Networks_LH_SomMot_2",100.842805806792,0.876473736802711,73,623,0.00187177767319521,0.615494619542188,1.03104653462465,0.258115091864125,"R2_peripheral",2
"7Networks_LH_SomMot_3",93.690074094131,0.818056029270757,68,113,0.00176294955516123,0.678307134236303,1.40931531218362,0.101596338028969,"R2_peripheral",2
"7Networks_LH_SomMot_4",65.2111726528887,0.575080012996399,46,85,0.00158084101358785,0.810553737409614,0.504883564797085,0,"R1_ultra_peripheral",2
"7Networks_LH_SomMot_5",93.0914295797967,0.821807636069549,69,101,0.0017866173186882,0.704066025001368,1.62166111258542,0.11143010148421,"R2_peripheral",2
"7Networks_LH_SomMot_6",29.4466651725593,0.229593042941026,7,0,0.00110896908140397,0.924891447639863,-1.89046111775043,0,"R1_ultra_peripheral",2
"7Networks_LH_SomMot_7",81.7568485016746,0.71255835211863,60,62,0.00172025995755091,0.648444427400377,0.0190458400039684,0.34024267897322,"R2_peripheral",2
"7Networks_LH_SomMot_8",106.26318349478,0.94229202916562,83,285,0.00200519715782741,0.608894386832893,1.81589176178719,0.278883746763868,"R2_peripheral",2
"7Networks_LH_SomMot_9",66.8790368385334,0.589086704389703,27,0,0.0014031024926719,0.893032274728361,-1.03707609469491,0.108654892951457,"R2_peripheral",2
"7Networks_LH_SomMot_10",81.0373802695067,0.710060842677495,60,16,0.00164376650165297,0.723856590983832,0.636485788177962,0.12418506684044,"R2_peripheral",2
"7Networks_LH_SomMot_11",80.2665734056381,0.713819195437809,55,59,0.00175711140665991,0.682492846413202,0.173099674091439,0.286161130683615,"R2_peripheral",2
"7Networks_LH_SomMot_12",88.277295224326,0.775980035793009,66,51,0.00172561928943588,0.667114884869355,0.635064189554529,0.228317897837994,"R2_peripheral",2
"7Networks_LH_SomMot_13",93.3241951854401,0.824830447193069,65,29,0.00182810020789472,0.714438212459756,0.947824784428939,0.172319195605391,"R2_peripheral",2
"7Networks_LH_SomMot_14",92.7214514477911,0.821721037412375,78,161,0.00188913419482059,0.537319525615863,-0.0528145822486391,0.542103148737618,"R2_peripheral",2
"7Networks_LH_SomMot_15",113.780151383452,1,120,1259,0.00216351217743523,0.398149268031531,1.19705480410428,0.57588129010521,"R2_peripheral",2
"7Networks_LH_SomMot_16",80.602663784609,0.707517899469331,53,23,0.00169584408372925,0.760838016564036,0.368015264876409,0.112260245893939,"R2_peripheral",2
"7Networks_LH_DorsAttn_Post_1",77.5283121478512,0.658831122826007,36,31,0.00155961204883247,0.617920319999617,-0.813755862786193,0.467708825222577,"R2_peripheral",3
"7Networks_LH_DorsAttn_Post_2",80.0364272979626,0.699846790667216,48,59,0.00174529193459398,0.675691260550897,1.08108398723075,0.378028956695088,"R2_peripheral",3
