"metric","mean_LSD","mean_PLCB","diff","p_value","p_wilcox","d_z","d_av","shapiro_p","method","p_FDR","significant"
"eigenvector",0.594257528324786,0.563359511321827,0.030898017002959,0.0741774269308857,0.0381666313335627,0.498214989272781,0.666126445590076,0.435483077840003,"parallel (t + Wilcoxon)",0.120538318762689,FALSE
"betweenness",162.827586206897,174.704885057471,-11.8772988505747,0.0738111935523532,0.09383863903411,-0.498923936085581,-0.67352056653496,0.846154676692726,"parallel (t + Wilcoxon)",0.120538318762689,FALSE
"participation",0.390583189827969,0.352673138316201,0.0379100515117677,0.0850388439279786,0.09383863903411,0.478507250013054,0.579878118837875,0.767724343111154,"parallel (t + Wilcoxon)",0.122833885673747,FALSE
"closeness",0.00252056068988374,0.00210375070447548,0.000416809985408263,0.74749551566512,0.798272981372542,0.0847834540945281,0.127378805101064,0.002743287092019,"parallel (t + Wilcoxon)",0.74749551566512,FALSE
