Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	6.069654536539333	15.99590074346943	0.06636847450981836	0.1195431465303975	178	2624	0.0	0.14408770555990602	12.739703700052269	8.782991097533009e-22	-1	n/a	rejected	Unlikely BOLD
ICA_001	6.4536193521166085	11.54029559480232	0.034480400981947656	0.0753340072843893	123	1226	0.0	0.0	-14.936180131068037	4.717515608704899e-28	1	n/a	rejected	Unlikely BOLD
ICA_002	17.60089908048871	13.579354166633996	0.09687141314046814	0.18824650656625408	7388	3549	0.30095000346716594	0.09470831550420768	0.0	0.0	1	58.09332329129888	accepted	Likely BOLD
ICA_003	15.034220662135631	9.783968095207872	0.05702824597917862	0.11749913988924375	2943	953	0.34338828481234657	0.11428571428571428	24.328063813814786	9.543020054995543e-115	-1	23.784394260026332	accepted	Likely BOLD
ICA_004	13.792515539310044	12.737549762123503	0.2826523978660092	0.26422501667692183	1499	1613	0.4260869565217391	0.11959924859110833	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_005	6.291477536999376	19.340039925146304	0.17014547523861065	0.1867865476702936	236	5378	0.0	0.17994376757263356	-13.438247172804859	9.356988487785384e-25	1	n/a	rejected	Unlikely BOLD
ICA_006	7.316401144363209	11.314739177723402	0.10394135600782645	0.18611013341498797	86	436	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_007	6.556837115821314	12.637400951000192	0.03461257743157636	0.06028000337608032	0	863	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_008	7.2811333914326255	10.960800731741498	0.034869622376249576	0.06836218330488912	0	671	0.0	0.2757078986587183	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_009	11.879483695552844	9.706399812564126	0.03519310001770562	0.0789634424011783	2370	822	0.14806912737358652	0.0	17.648540426701146	4.577235306033725e-45	1	24.110332876874207	accepted	Likely BOLD
ICA_010	7.502402197569224	12.583758012999349	0.030106078822272522	0.06124692950071728	148	2172	0.0	0.14094887148779364	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_011	7.261975207353427	12.135962798244172	0.028293189499338133	0.05517250623277311	85	890	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_012	11.376819709489778	14.20787187238098	0.3104938346568511	0.26282015164999595	1283	1682	0.4905811623246493	0.26233453670276774	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_013	26.120157818522216	35.217900151674485	5.799924372496075	1.1794881651140348	4942	8429	0.5280417754569191	0.43393968405935857	10.570286292780894	2.712070615882314e-25	-1	n/a	rejected	Unlikely BOLD
ICA_014	9.84488332143701	9.420704166018123	0.06100718340738794	0.16764083766822566	0	420	0.0	0.0	0.0	0.0	-1	22.39389217219768	accepted	Likely BOLD
ICA_015	19.557873149760585	12.33390527677354	15.167696798857994	17.89262230326694	19073	5122	0.44838241119767597	0.21307601417881056	0.0	0.0	-1	58.43569505528385	accepted	Likely BOLD
ICA_016	8.617948542479661	10.007875482014343	0.08416987165135847	0.10506833318775168	216	386	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_017	16.710078640985305	10.459796850638226	0.05455950200112977	0.11105853848785575	3646	1692	0.31864965006175383	0.14306828258941767	31.20257937338894	8.09176546977613e-152	1	36.028134634699406	accepted	Likely BOLD
ICA_018	10.99827118887331	12.610846783358253	0.23652412758737915	0.24550097872509166	862	1341	0.336969696969697	0.24512743628185907	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_019	7.197432484577089	11.622358779558178	0.043970555228483595	0.07001482459984948	84	522	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_020	7.470391026548501	11.098798715268517	0.025059305025418466	0.050962229775640994	0	531	0.0	0.18893129770992367	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_021	14.713009252992455	9.630547901014346	0.8481119389713662	1.3298992119345916	3123	373	0.49942838477870327	0.0	0.0	0.0	1	61.151652042909156	accepted	Likely BOLD
ICA_022	8.924025541212211	9.643462172286005	0.07929701197018417	0.20760434068365796	0	331	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_023	6.879996197707238	12.75099752141082	0.03699096684663384	0.054805652126732336	0	1132	0.0	0.1810918774966711	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_024	7.444176736782867	11.648825705354755	0.030662523784627072	0.06150462041696953	0	971	0.0	0.05981112277019937	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_025	7.960514372173898	8.328601737755173	0.033498569319846315	0.08824426184017883	0	473	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_026	14.536124232875162	16.32682159000275	0.7024879087027336	0.41370334114390706	1173	2871	0.33719433719433717	0.2624369142033165	9.112810149991951	1.6188672584435582e-16	-1	n/a	rejected	Unlikely BOLD
ICA_027	7.864589698543218	13.346376827000517	0.04312959915665204	0.04845291407219533	104	1579	0.0	0.3306930693069307	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_028	7.10216177288409	13.05195143715587	0.04126678623747809	0.06026465125807116	0	1183	0.0	0.1618150684931507	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_029	6.947645986609307	11.715530595649833	0.029559885935584257	0.051505665980319644	0	1058	0.0	0.1120607787274454	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_030	6.049198215755826	16.923994050952764	0.07718106292993025	0.12554336638017832	280	2900	0.0	0.02292674189503851	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_031	7.12559927948989	11.251157271591653	0.034782073600277276	0.05784209463578756	0	1008	0.0	0.19899497487437187	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_032	19.06314630413067	13.050071008810171	14.845721308085977	16.76817641086994	18536	6231	0.4261801870794814	0.20735353535353535	0.0	0.0	-1	67.49682752657715	accepted	Likely BOLD
ICA_033	6.344465563909585	14.762684031886835	0.024478813721284222	0.050821491433790215	0	1576	0.0	0.1743295019157088	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_034	8.693947280244597	10.226900697265087	0.07254121288744964	0.15401425461563706	779	557	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_035	6.927138128089222	12.98271484682279	0.03308939862309969	0.06343810169789436	0	1353	0.0	0.13671875	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_036	8.620438652867229	27.180535762402965	0.14464051792570373	0.08177057254213661	622	3219	0.5774193548387097	0.5535487959442332	14.534958058355292	2.2737717456841015e-42	-1	n/a	rejected	Unlikely BOLD
ICA_037	18.304198786470373	10.025168927675717	1.3270011034754332	1.854375415852668	5239	688	0.46015125072716695	0.0015174506828528073	0.0	0.0	-1	73.30640427531105	accepted	Likely BOLD
ICA_038	8.025083058413164	12.912578558366354	0.0869156133596546	0.14533286117207528	0	1117	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_039	7.0183174423470165	11.079094197695095	0.03556794927545638	0.0641274424655055	0	291	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_040	7.164478407269583	11.295013313731303	0.029245537941336792	0.06036202959819706	96	968	0.0	0.10620399579390116	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_041	7.6937786325444275	10.844462040072973	0.032414546860477254	0.06983916016653616	402	500	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_042	7.894414427882254	11.078534243324299	0.05095904469961226	0.13385818454418538	0	871	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_043	7.95942890695882	9.695058364045297	0.06373747207533594	0.0865036840654487	97	330	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_044	21.006998705919383	13.769543217796162	0.31706215508121294	0.5011441961007767	5950	1649	0.25668449197860965	0.19586374695863748	0.0	0.0	1	64.81178828280194	accepted	Likely BOLD
ICA_045	8.290620046642626	11.507018222074157	0.0532950491371127	0.12223883110025448	178	1013	0.0	0.17222498755599802	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_046	7.848347679195636	30.82488039281988	0.20259105844260794	0.07229471758077662	537	2256	0.6308851224105462	0.5003359462486002	13.310964876552768	6.538856677432243e-31	1	n/a	rejected	Unlikely BOLD
ICA_047	7.103306167047828	11.51079557486182	0.03638703387286212	0.05989092575067531	0	483	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_048	6.079921113199316	10.770345513912323	0.05237486070283438	0.09370547551813055	109	1575	0.0	0.2384737678855326	-12.332838929019239	6.312320524696681e-28	1	n/a	rejected	Unlikely BOLD
ICA_049	17.21822785948383	12.267085677929675	28.801757834380386	27.87487560771736	16574	5756	0.3820859897616281	0.19759606629029322	0.0	0.0	1	59.45272666609112	accepted	Likely BOLD
ICA_050	7.571780558536823	11.589477483207311	0.11565767476279921	0.20791215527456944	103	548	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_051	33.11359975540165	8.541093956862364	0.17598300333618427	0.34124861886617974	11393	1369	0.5303896560823291	0.07407407407407407	38.675093951896464	8.286854617237515e-291	-1	29.182350557692427	accepted	Likely BOLD
ICA_052	5.885354693611133	17.658201650065067	0.12579880523147685	0.1478360843153598	315	4056	0.0	0.10690423162583519	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_053	19.491992952686168	22.831703704363463	0.2967375248639207	0.5264080001207484	6684	9652	0.22335333890450504	0.22467032072502308	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_054	6.692914904470074	12.344317256671632	0.03279149883352069	0.06107583508184956	0	1088	0.0	0.07892293407613742	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_055	7.343956663781741	10.76094236786134	0.027051402832651318	0.04929836995438754	0	712	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_056	7.232368356756962	12.023943039965793	0.028837582341716878	0.04944090404455124	0	1112	0.0	0.13249211356466878	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_057	11.796787260784829	29.476641060726934	0.07116371931224502	0.14358355151554222	2653	6353	0.30816522574447647	0.3293316028552888	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_058	7.313453003501718	11.09165641480089	0.026362058810907175	0.050695919555097314	0	909	0.0	0.17731277533039647	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_059	6.12895668799179	17.960364550127558	0.11532538330592951	0.14852049562669137	189	4704	0.0	0.14934926392148495	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_060	12.003728198266979	34.70519106564699	0.07275859162931236	0.1559521880849609	2730	7333	0.34055265123226286	0.41375051461506795	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_061	7.806068373782378	7.894262609735896	0.04853916316030547	0.11747013677284339	0	621	0.0	0.2986279257465698	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_062	6.889781106799719	12.440315943763844	0.031349859771828185	0.055505625809808785	0	691	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_063	7.354376177132826	11.290859541604917	0.02659276244004677	0.04934733984542581	123	815	0.0	0.04573547589616811	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_064	21.28818043428717	25.311948754316145	0.32900856949403584	0.5844142834608895	8077	10864	0.23865546218487396	0.2397320805618866	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_065	6.656913009568874	11.045410316589912	0.03875751880946453	0.07682899165030478	0	1021	0.0	0.09589718240237272	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_066	6.912263895397032	15.299137775031568	0.04775227597128683	0.10165024234182804	136	1859	0.0	0.22592087312414735	-8.172012490874137	9.913145672074749e-15	1	n/a	rejected	Unlikely BOLD
ICA_067	10.739069766028553	31.73822685082716	0.1030828598997626	0.16497348692627684	6461	17261	0.46872007660389403	0.5850981787981254	22.01732818634823	1.5253461231274747e-92	-1	n/a	rejected	Unlikely BOLD
ICA_068	7.443910762066358	13.562781617878082	0.05653791224878344	0.06760442564234583	154	1581	0.0	0.4115776081424936	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_069	9.99884620819513	10.206957498679122	0.046227575931407756	0.0863438579949079	2973	1460	0.14564770390678547	0.15087840165346195	4.387935407973493	1.2758019853505632e-05	1	n/a	rejected	Unlikely BOLD
ICA_070	6.990054268651488	12.207968861360413	0.03746509980452422	0.060330675390398804	0	1231	0.0	0.20305406520841932	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_071	6.152652820565203	20.10616057621723	0.2432133583216171	0.26738507916316484	197	6321	0.0	0.18257593972910155	-11.833627969689502	2.955830806549042e-23	-1	n/a	rejected	Unlikely BOLD
