"mean_strength","global_efficiency","char_path_length","density","mean_degree","clustering","modularity","n_communities","assortativity","small_worldness","threshold_used","Q_sd","Q_range","cons_iterations","cons_converged"
106.592989855139,0.487365020943513,2.45909717054492,0.199507389162562,46.0862068965517,0.670488811199742,0.263106826765169,29,0.233873392583012,2.50061257471364,0.2,0.00213621655942836,0.0174569916303054,3,TRUE
