"n_bins","n_pairs","cohen_dz","p_onesided","p_twosided","p_wilcox","mean_C1","mean_C2","diff"
15,15,-0.021178441966218,0.532105508944435,0.93578898211113,0.488672323090904,2.95548311180038,2.95678404569517,-0.00130093389478748
20,15,-0.0911504264023392,0.635335382111827,0.729329235776346,0.511327676909096,3.31382681135702,3.31987328422409,-0.00604647286706523
30,15,-0.0602053120538739,0.590499556006531,0.819000887986937,0.399136490686271,3.81241019771258,3.81772774358688,-0.00531754587429862
40,15,-0.11480183378876,0.668306652051107,0.663386695897787,0.600863509313729,4.16441505489368,4.17519416500755,-0.0107791101138752
