"net1","net2","subject","condition","connectivity"
"Cont","SalVentAttn","sub-004","LSD",0.0971204856428495
"Cont","SalVentAttn","sub-004","PLCB",-0.00278194091318648
"Cont","SalVentAttn","sub-006","LSD",0.135716779704411
"Cont","SalVentAttn","sub-006","PLCB",0.08828710231294
"Cont","SalVentAttn","sub-009","LSD",-0.0797760779458249
"Cont","SalVentAttn","sub-009","PLCB",-0.071944371994483
"Cont","SalVentAttn","sub-010","LSD",0.0887381364214339
"Cont","SalVentAttn","sub-010","PLCB",-0.0236079124186666
"Cont","SalVentAttn","sub-011","LSD",0.041222988710846
"Cont","SalVentAttn","sub-011","PLCB",0.0879967875762403
"Cont","SalVentAttn","sub-012","LSD",0.0790736440277384
"Cont","SalVentAttn","sub-012","PLCB",0.0310905756515802
"Cont","SalVentAttn","sub-013","LSD",0.0229175240230788
"Cont","SalVentAttn","sub-013","PLCB",0.0767279978939111
"Cont","SalVentAttn","sub-015","LSD",0.161530957990349
"Cont","SalVentAttn","sub-015","PLCB",0.13079381968214
"Cont","SalVentAttn","sub-017","LSD",0.105260495623942
"Cont","SalVentAttn","sub-017","PLCB",0.0260751671296076
"Cont","SalVentAttn","sub-018","LSD",0.118750906504275
"Cont","SalVentAttn","sub-018","PLCB",0.11636216185931
"Cont","SalVentAttn","sub-019","LSD",0.210050689274754
"Cont","SalVentAttn","sub-019","PLCB",0.133044738847766
"Cont","SalVentAttn","sub-020","LSD",0.0681131991294843
"Cont","SalVentAttn","sub-020","PLCB",0.146738091799554
"Cont","SomMot","sub-001","LSD",0.00305652943273381
"Cont","SomMot","sub-001","PLCB",-0.105398039058999
"Cont","SomMot","sub-002","LSD",-0.0791108784248006
"Cont","SomMot","sub-002","PLCB",-0.0605057372661427
"Cont","SomMot","sub-003","LSD",0.000625047221728319
"Cont","SomMot","sub-003","PLCB",-0.0829415546268354
"Cont","SomMot","sub-004","LSD",0.0471561272975574
"Cont","SomMot","sub-004","PLCB",-0.0965874982609317
"Cont","SomMot","sub-006","LSD",-0.0754345588420496
"Cont","SomMot","sub-006","PLCB",-0.136211060014338
"Cont","SomMot","sub-009","LSD",-0.178766499771374
"Cont","SomMot","sub-009","PLCB",-0.180816119414905
"Cont","SomMot","sub-010","LSD",-0.0245206706404294
"Cont","SomMot","sub-010","PLCB",-0.0553513380416496
"Cont","SomMot","sub-011","LSD",-0.011066722857506
"Cont","SomMot","sub-011","PLCB",0.0710620377941697
"Cont","SomMot","sub-012","LSD",0.0331266667534838
"Cont","SomMot","sub-012","PLCB",-0.102891979485518
"Cont","SomMot","sub-013","LSD",-0.0718891986417483
"Cont","SomMot","sub-013","PLCB",-0.0449412093383414
"Cont","SomMot","sub-015","LSD",0.0936354757350364
"Cont","SomMot","sub-015","PLCB",0.0601176414775922
"Cont","SomMot","sub-017","LSD",-0.00822345129099588
"Cont","SomMot","sub-017","PLCB",-0.00751511627647617
"Cont","SomMot","sub-018","LSD",-0.00265451866057922
"Cont","SomMot","sub-018","PLCB",-0.0275256242041004
"Cont","SomMot","sub-019","LSD",0.115385751060722
"Cont","SomMot","sub-019","PLCB",0.0224752188476039
"Cont","SomMot","sub-020","LSD",-0.0686676198981176
"Cont","SomMot","sub-020","PLCB",0.0471970136924288
"Cont","Subcortex","sub-001","LSD",0.0536631723604222
"Cont","Subcortex","sub-001","PLCB",0.0339796459258863
"Cont","Subcortex","sub-002","LSD",0.0860687900643482
"Cont","Subcortex","sub-002","PLCB",0.0446536811709952
"Cont","Subcortex","sub-003","LSD",0.0794077134128574
"Cont","Subcortex","sub-003","PLCB",0.140762207582202
"Cont","Subcortex","sub-004","LSD",0.175013651464148
"Cont","Subcortex","sub-004","PLCB",0.124170537645096
"Cont","Subcortex","sub-006","LSD",0.153187341731739
"Cont","Subcortex","sub-006","PLCB",0.107030670307641
"Cont","Subcortex","sub-009","LSD",0.0527945344782884
"Cont","Subcortex","sub-009","PLCB",-0.0159098005664906
"Cont","Subcortex","sub-010","LSD",0.0746795133487251
"Cont","Subcortex","sub-010","PLCB",0.139091629359403
"Cont","Subcortex","sub-011","LSD",0.0552766882500882
"Cont","Subcortex","sub-011","PLCB",0.0325695823569386
"Cont","Subcortex","sub-012","LSD",0.204386085892326
"Cont","Subcortex","sub-012","PLCB",0.103211380569884
"Cont","Subcortex","sub-013","LSD",0.0553356475276801
"Cont","Subcortex","sub-013","PLCB",0.101081529871392
"Cont","Subcortex","sub-015","LSD",0.13885970375251
"Cont","Subcortex","sub-015","PLCB",0.0887607948482223
"Cont","Subcortex","sub-017","LSD",0.185460126961898
"Cont","Subcortex","sub-017","PLCB",0.132617676147787
"Cont","Subcortex","sub-018","LSD",0.0544769502465022
"Cont","Subcortex","sub-018","PLCB",0.127833472121801
"Cont","Subcortex","sub-019","LSD",0.13439104978674
"Cont","Subcortex","sub-019","PLCB",0.069030678827685
"Cont","Subcortex","sub-020","LSD",0.0700435129405391
"Cont","Subcortex","sub-020","PLCB",0.0785201895418909
"Cont","Vis","sub-001","LSD",0.00981448018795556
"Cont","Vis","sub-001","PLCB",-0.0795485998802484
"Cont","Vis","sub-002","LSD",0.0195568739972296
"Cont","Vis","sub-002","PLCB",-0.048745610589625
"Cont","Vis","sub-003","LSD",-0.0127116889374436
"Cont","Vis","sub-003","PLCB",-0.0175728671759855
"Cont","Vis","sub-004","LSD",0.0134280609054984
"Cont","Vis","sub-004","PLCB",-0.0658817838212394
"Cont","Vis","sub-006","LSD",0.0521061901627348
"Cont","Vis","sub-006","PLCB",-0.0506628859665734
"Cont","Vis","sub-009","LSD",-0.185956336072433
"Cont","Vis","sub-009","PLCB",-0.108913886687957
"Cont","Vis","sub-010","LSD",0.0488914621985597
"Cont","Vis","sub-010","PLCB",-0.00541002410203189
"Cont","Vis","sub-011","LSD",-0.0218250897155165
"Cont","Vis","sub-011","PLCB",-0.0447998233281338
"Cont","Vis","sub-012","LSD",0.0530958260257139
"Cont","Vis","sub-012","PLCB",1.68322038889189e-05
"Cont","Vis","sub-013","LSD",0.00459152685440316
"Cont","Vis","sub-013","PLCB",-0.0182951058918481
"Cont","Vis","sub-015","LSD",0.114288086816691
"Cont","Vis","sub-015","PLCB",0.0825825546008175
"Cont","Vis","sub-017","LSD",0.01668102030292
"Cont","Vis","sub-017","PLCB",-0.0562948511311896
"Cont","Vis","sub-018","LSD",0.00981284387419229
"Cont","Vis","sub-018","PLCB",-0.0393859982687193
"Cont","Vis","sub-019","LSD",0.101821486023245
"Cont","Vis","sub-019","PLCB",0.0161046062441645
"Cont","Vis","sub-020","LSD",0.0146684963529901
"Cont","Vis","sub-020","PLCB",0.0214042522517316
"Default","DorsAttn","sub-001","LSD",-0.0533480367657679
"Default","DorsAttn","sub-001","PLCB",-0.0510410131737016
"Default","DorsAttn","sub-002","LSD",-0.000853845102849838
"Default","DorsAttn","sub-002","PLCB",-0.143737596137982
"Default","DorsAttn","sub-003","LSD",-0.00775528321951955
"Default","DorsAttn","sub-003","PLCB",-0.0795341905504814
"Default","DorsAttn","sub-004","LSD",0.029384091823496
"Default","DorsAttn","sub-004","PLCB",-0.0893850432194397
"Default","DorsAttn","sub-006","LSD",0.0238610687349238
"Default","DorsAttn","sub-006","PLCB",-0.0131984428331109
"Default","DorsAttn","sub-009","LSD",-0.127438066589629
"Default","DorsAttn","sub-009","PLCB",-0.142083334973087
"Default","DorsAttn","sub-010","LSD",-0.026255281703527
"Default","DorsAttn","sub-010","PLCB",-0.175740138419126
"Default","DorsAttn","sub-011","LSD",-0.102331587696588
"Default","DorsAttn","sub-011","PLCB",-0.0920551231991989
"Default","DorsAttn","sub-012","LSD",-0.0397672578543727
"Default","DorsAttn","sub-012","PLCB",-0.106927888818474
"Default","DorsAttn","sub-013","LSD",-0.0614716770810913
"Default","DorsAttn","sub-013","PLCB",-0.11787575657236
"Default","DorsAttn","sub-015","LSD",-0.0152966535082627
"Default","DorsAttn","sub-015","PLCB",-0.122751663120758
"Default","DorsAttn","sub-017","LSD",-0.0442565635594892
"Default","DorsAttn","sub-017","PLCB",0.0146528195565763
"Default","DorsAttn","sub-018","LSD",-0.018476691774027
"Default","DorsAttn","sub-018","PLCB",0.0310074828119201
"Default","DorsAttn","sub-019","LSD",-0.0752239824719406
"Default","DorsAttn","sub-019","PLCB",-0.0509539480687625
"Default","DorsAttn","sub-020","LSD",-0.0561239030114265
"Default","DorsAttn","sub-020","PLCB",-0.0740869222293745
"Default","Limbic","sub-001","LSD",0.0661407870976688
"Default","Limbic","sub-001","PLCB",0.0881790050700639
"Default","Limbic","sub-002","LSD",0.0342984312506024
"Default","Limbic","sub-002","PLCB",0.0413639968323366
"Default","Limbic","sub-003","LSD",0.175252471526129
"Default","Limbic","sub-003","PLCB",0.11573520913449
"Default","Limbic","sub-004","LSD",0.15018559160852
"Default","Limbic","sub-004","PLCB",0.161591611924639
"Default","Limbic","sub-006","LSD",0.196280276227121
"Default","Limbic","sub-006","PLCB",0.164409076988769
"Default","Limbic","sub-009","LSD",0.0737655013350304
"Default","Limbic","sub-009","PLCB",0.0858147071251301
"Default","Limbic","sub-010","LSD",0.0211244687186077
"Default","Limbic","sub-010","PLCB",0.0958944316553874
"Default","Limbic","sub-011","LSD",0.0357866686372262
"Default","Limbic","sub-011","PLCB",0.073515690700493
"Default","Limbic","sub-012","LSD",0.160964054684143
"Default","Limbic","sub-012","PLCB",0.137974477070912
"Default","Limbic","sub-013","LSD",0.0490239991298243
"Default","Limbic","sub-013","PLCB",0.0889526483855941
"Default","Limbic","sub-015","LSD",0.171945651661983
"Default","Limbic","sub-015","PLCB",0.104656509151894
"Default","Limbic","sub-017","LSD",0.143544952972148
"Default","Limbic","sub-017","PLCB",0.0908621069074441
"Default","Limbic","sub-018","LSD",0.0690045237805882
"Default","Limbic","sub-018","PLCB",0.162503840325121
"Default","Limbic","sub-019","LSD",0.118320364947825
"Default","Limbic","sub-019","PLCB",0.156079950203177
"Default","Limbic","sub-020","LSD",0.130958673225326
"Default","Limbic","sub-020","PLCB",0.0437198774303679
"Default","SalVentAttn","sub-001","LSD",-0.023376148731537
"Default","SalVentAttn","sub-001","PLCB",-0.0255654649361739
"Default","SalVentAttn","sub-002","LSD",0.011073817542357
"Default","SalVentAttn","sub-002","PLCB",-0.0934919452994385
"Default","SalVentAttn","sub-003","LSD",-0.0385095192683114
"Default","SalVentAttn","sub-003","PLCB",-0.0229677358138583
"Default","SalVentAttn","sub-004","LSD",0.0792443341790967
"Default","SalVentAttn","sub-004","PLCB",-0.0440773924841893
"Default","SalVentAttn","sub-006","LSD",0.0255982376463051
"Default","SalVentAttn","sub-006","PLCB",-0.0830960237589588
"Default","SalVentAttn","sub-009","LSD",-0.127448580183253
"Default","SalVentAttn","sub-009","PLCB",-0.0734945836897874
"Default","SalVentAttn","sub-010","LSD",0.0285579573631549
"Default","SalVentAttn","sub-010","PLCB",-0.0665640663799533
"Default","SalVentAttn","sub-011","LSD",0.006872176814414
"Default","SalVentAttn","sub-011","PLCB",0.0254642468237929
"Default","SalVentAttn","sub-012","LSD",-0.0690403535653279
"Default","SalVentAttn","sub-012","PLCB",-0.0966110923417451
"Default","SalVentAttn","sub-013","LSD",-0.0737971538816568
"Default","SalVentAttn","sub-013","PLCB",-0.0893096890266698
"Default","SalVentAttn","sub-015","LSD",0.0419703822082059
"Default","SalVentAttn","sub-015","PLCB",-0.107992346189182
"Default","SalVentAttn","sub-017","LSD",0.0475032984581458
"Default","SalVentAttn","sub-017","PLCB",-0.018262198371639
"Default","SalVentAttn","sub-018","LSD",-0.0398004215266633
"Default","SalVentAttn","sub-018","PLCB",-0.0157330174935838
"Default","SalVentAttn","sub-019","LSD",0.0770791813740996
"Default","SalVentAttn","sub-019","PLCB",-0.00721382126144547
"Default","SalVentAttn","sub-020","LSD",-0.0695887128490936
"Default","SalVentAttn","sub-020","PLCB",-0.0383920938695916
"Default","SomMot","sub-001","LSD",-0.0106854988690803
"Default","SomMot","sub-001","PLCB",-0.0192089161878459
"Default","SomMot","sub-002","LSD",-0.0990601515913536
"Default","SomMot","sub-002","PLCB",-0.121468998631731
"Default","SomMot","sub-003","LSD",-0.0612610415700849
"Default","SomMot","sub-003","PLCB",-0.0308111260205248
"Default","SomMot","sub-004","LSD",0.066159505853673
"Default","SomMot","sub-004","PLCB",-0.100302896248712
"Default","SomMot","sub-006","LSD",-0.00974376902557678
"Default","SomMot","sub-006","PLCB",-0.0411362773342591
"Default","SomMot","sub-009","LSD",-0.151913599678764
"Default","SomMot","sub-009","PLCB",-0.0618912415946502
"Default","SomMot","sub-010","LSD",-0.10288425071677
"Default","SomMot","sub-010","PLCB",-0.0861079352585236
"Default","SomMot","sub-011","LSD",0.00846127566179799
"Default","SomMot","sub-011","PLCB",0.0279137662311484
"Default","SomMot","sub-012","LSD",-0.102064998704482
"Default","SomMot","sub-012","PLCB",-0.147339252392173
"Default","SomMot","sub-013","LSD",-0.0770396571069471
"Default","SomMot","sub-013","PLCB",-0.0773718342929222
"Default","SomMot","sub-015","LSD",0.058959557876366
"Default","SomMot","sub-015","PLCB",-0.0548129918703353
"Default","SomMot","sub-017","LSD",-0.0209581064016089
"Default","SomMot","sub-017","PLCB",0.106464395231664
"Default","SomMot","sub-018","LSD",-0.038339047709924
"Default","SomMot","sub-018","PLCB",-0.0196947185571982
"Default","SomMot","sub-019","LSD",-0.0124919820722356
"Default","SomMot","sub-019","PLCB",0.0585664473065612
"Default","SomMot","sub-020","LSD",-0.106381368248403
"Default","SomMot","sub-020","PLCB",-0.0284071351274508
"Default","Subcortex","sub-001","LSD",0.109692427000915
"Default","Subcortex","sub-001","PLCB",0.0654418655382549
"Default","Subcortex","sub-002","LSD",0.100381656705767
"Default","Subcortex","sub-002","PLCB",0.0847559953004356
"Default","Subcortex","sub-003","LSD",0.156179170518284
"Default","Subcortex","sub-003","PLCB",0.0806500488423018
"Default","Subcortex","sub-004","LSD",0.205387100375935
"Default","Subcortex","sub-004","PLCB",0.0600512766614261
"Default","Subcortex","sub-006","LSD",0.271689013309074
"Default","Subcortex","sub-006","PLCB",0.169546185028488
"Default","Subcortex","sub-009","LSD",0.0390957024033343
"Default","Subcortex","sub-009","PLCB",0.0329043284823444
"Default","Subcortex","sub-010","LSD",0.121743655623383
"Default","Subcortex","sub-010","PLCB",0.0755442150927289
"Default","Subcortex","sub-011","LSD",0.0381669810049545
"Default","Subcortex","sub-011","PLCB",0.0454315250836292
"Default","Subcortex","sub-012","LSD",0.145777175935404
"Default","Subcortex","sub-012","PLCB",0.0719184689477977
"Default","Subcortex","sub-013","LSD",0.0986393801633545
"Default","Subcortex","sub-013","PLCB",0.0177885477974514
"Default","Subcortex","sub-015","LSD",0.169851221998667
"Default","Subcortex","sub-015","PLCB",0.00728491706811325
"Default","Subcortex","sub-017","LSD",0.252249661649248
"Default","Subcortex","sub-017","PLCB",0.174066712525577
"Default","Subcortex","sub-018","LSD",0.0455212526755873
"Default","Subcortex","sub-018","PLCB",0.11815711586587
"Default","Subcortex","sub-019","LSD",0.16105393791388
"Default","Subcortex","sub-019","PLCB",0.144932506852969
"Default","Subcortex","sub-020","LSD",0.0889523647491757
"Default","Subcortex","sub-020","PLCB",0.090593682268243
"Default","Vis","sub-001","LSD",0.0482016037781403
"Default","Vis","sub-001","PLCB",0.0544142346115013
"Default","Vis","sub-002","LSD",-0.0246636602852577
"Default","Vis","sub-002","PLCB",-0.0201698051447234
"Default","Vis","sub-003","LSD",0.02332531576404
"Default","Vis","sub-003","PLCB",0.0704540377016667
"Default","Vis","sub-004","LSD",0.011736329220927
"Default","Vis","sub-004","PLCB",-0.0678651255745121
"Default","Vis","sub-006","LSD",0.191401985247579
"Default","Vis","sub-006","PLCB",0.0286723047589087
"Default","Vis","sub-009","LSD",-0.00429616143086634
"Default","Vis","sub-009","PLCB",-0.0301286660783641
"Default","Vis","sub-010","LSD",0.0587975252327847
"Default","Vis","sub-010","PLCB",0.0242815612546536
"Default","Vis","sub-011","LSD",0.0166936817527943
"Default","Vis","sub-011","PLCB",0.0257632277306923
"Default","Vis","sub-012","LSD",0.0162515525369411
"Default","Vis","sub-012","PLCB",-0.00469270317472885
"Default","Vis","sub-013","LSD",0.0507567973360456
"Default","Vis","sub-013","PLCB",0.00626712540700204
"Default","Vis","sub-015","LSD",0.17533613098327
"Default","Vis","sub-015","PLCB",-0.0523502752902808
"Default","Vis","sub-017","LSD",0.0373692624780243
"Default","Vis","sub-017","PLCB",0.0770131666893954
"Default","Vis","sub-018","LSD",0.0396651879586599
"Default","Vis","sub-018","PLCB",0.054006108432413
"Default","Vis","sub-019","LSD",-0.00992546280416406
"Default","Vis","sub-019","PLCB",0.0571505509606343
"Default","Vis","sub-020","LSD",0.0277267384065388
"Default","Vis","sub-020","PLCB",0.00815371751351582
"DorsAttn","Limbic","sub-001","LSD",-0.0693605443145367
"DorsAttn","Limbic","sub-001","PLCB",0.00411330288548324
"DorsAttn","Limbic","sub-002","LSD",-0.0715937054641812
"DorsAttn","Limbic","sub-002","PLCB",-0.0878369277652897
"DorsAttn","Limbic","sub-003","LSD",0.0224211350599279
"DorsAttn","Limbic","sub-003","PLCB",0.020336351469055
"DorsAttn","Limbic","sub-004","LSD",-0.0393652636928168
"DorsAttn","Limbic","sub-004","PLCB",-0.0370377807667721
"DorsAttn","Limbic","sub-006","LSD",0.00876754898396996
"DorsAttn","Limbic","sub-006","PLCB",-0.0115958247942301
"DorsAttn","Limbic","sub-009","LSD",-0.0771772999998241
"DorsAttn","Limbic","sub-009","PLCB",-0.0784083075077468
"DorsAttn","Limbic","sub-010","LSD",-0.0046171640408643
"DorsAttn","Limbic","sub-010","PLCB",-0.0733424544149242
"DorsAttn","Limbic","sub-011","LSD",-0.0693596259079488
"DorsAttn","Limbic","sub-011","PLCB",-0.0225230400611828
"DorsAttn","Limbic","sub-012","LSD",0.0746066963302061
"DorsAttn","Limbic","sub-012","PLCB",0.0238894433286826
"DorsAttn","Limbic","sub-013","LSD",-0.034322921296759
"DorsAttn","Limbic","sub-013","PLCB",-0.105386205339791
"DorsAttn","Limbic","sub-015","LSD",0.019974176117872
"DorsAttn","Limbic","sub-015","PLCB",0.0256942816247608
"DorsAttn","Limbic","sub-017","LSD",0.0697127178391342
"DorsAttn","Limbic","sub-017","PLCB",0.0819018369270197
"DorsAttn","Limbic","sub-018","LSD",0.0391915719078581
"DorsAttn","Limbic","sub-018","PLCB",0.0546298630541512
"DorsAttn","Limbic","sub-019","LSD",-0.137356448361987
"DorsAttn","Limbic","sub-019","PLCB",-0.0256936691071846
"DorsAttn","Limbic","sub-020","LSD",-0.000346621695123729
"DorsAttn","Limbic","sub-020","PLCB",0.0369535194146378
"DorsAttn","SalVentAttn","sub-001","LSD",0.2178850440671
"DorsAttn","SalVentAttn","sub-001","PLCB",0.21208120757346
"DorsAttn","SalVentAttn","sub-002","LSD",0.312529165105264
"DorsAttn","SalVentAttn","sub-002","PLCB",0.221049597917097
"DorsAttn","SalVentAttn","sub-003","LSD",0.230086703177942
"DorsAttn","SalVentAttn","sub-003","PLCB",0.238275312594182
"DorsAttn","SalVentAttn","sub-004","LSD",0.172502063888148
"DorsAttn","SalVentAttn","sub-004","PLCB",0.189766423299361
"DorsAttn","SalVentAttn","sub-006","LSD",0.0834455743987707
"DorsAttn","SalVentAttn","sub-006","PLCB",0.112396983272464
"DorsAttn","SalVentAttn","sub-009","LSD",0.144803612333113
"DorsAttn","SalVentAttn","sub-009","PLCB",0.144986693620485
"DorsAttn","SalVentAttn","sub-010","LSD",0.245542243967404
"DorsAttn","SalVentAttn","sub-010","PLCB",0.157494740471117
"DorsAttn","SalVentAttn","sub-011","LSD",0.14434964863968
"DorsAttn","SalVentAttn","sub-011","PLCB",0.16297316787826
"DorsAttn","SalVentAttn","sub-012","LSD",0.146255426375596
"DorsAttn","SalVentAttn","sub-012","PLCB",0.228035418631249
"DorsAttn","SalVentAttn","sub-013","LSD",0.201680118440632
"DorsAttn","SalVentAttn","sub-013","PLCB",0.2625556768191
"DorsAttn","SalVentAttn","sub-015","LSD",0.334501443809545
"DorsAttn","SalVentAttn","sub-015","PLCB",0.350948085487981
"DorsAttn","SalVentAttn","sub-017","LSD",0.429574160928334
"DorsAttn","SalVentAttn","sub-017","PLCB",0.28163960753921
"DorsAttn","SalVentAttn","sub-018","LSD",0.231833108675046
"DorsAttn","SalVentAttn","sub-018","PLCB",0.182763849487609
"DorsAttn","SalVentAttn","sub-019","LSD",0.33142900099689
"DorsAttn","SalVentAttn","sub-019","PLCB",0.197841165045596
"DorsAttn","SalVentAttn","sub-020","LSD",0.280576206528919
"DorsAttn","SalVentAttn","sub-020","PLCB",0.313598345607244
"DorsAttn","SomMot","sub-001","LSD",0.319580071355156
"DorsAttn","SomMot","sub-001","PLCB",0.332290886704816
"DorsAttn","SomMot","sub-002","LSD",0.275565888085177
"DorsAttn","SomMot","sub-002","PLCB",0.359580743572459
"DorsAttn","SomMot","sub-003","LSD",0.338937109119347
"DorsAttn","SomMot","sub-003","PLCB",0.295515368307237
"DorsAttn","SomMot","sub-004","LSD",0.230873276660932
"DorsAttn","SomMot","sub-004","PLCB",0.218078638614025
"DorsAttn","SomMot","sub-006","LSD",0.0884726688151141
"DorsAttn","SomMot","sub-006","PLCB",0.182799277792161
"DorsAttn","SomMot","sub-009","LSD",0.169598135915571
"DorsAttn","SomMot","sub-009","PLCB",0.0726112273176775
"DorsAttn","SomMot","sub-010","LSD",0.275593068088101
"DorsAttn","SomMot","sub-010","PLCB",0.183700463819426
"DorsAttn","SomMot","sub-011","LSD",0.202383221926418
"DorsAttn","SomMot","sub-011","PLCB",0.252456752747631
"DorsAttn","SomMot","sub-012","LSD",0.232016947868806
"DorsAttn","SomMot","sub-012","PLCB",0.19385683844046
"DorsAttn","SomMot","sub-013","LSD",0.219073888262196
"DorsAttn","SomMot","sub-013","PLCB",0.202393985260775
"DorsAttn","SomMot","sub-015","LSD",0.282272767300673
"DorsAttn","SomMot","sub-015","PLCB",0.300117274942505
"DorsAttn","SomMot","sub-017","LSD",0.445784798003065
"DorsAttn","SomMot","sub-017","PLCB",0.221288426807684
"DorsAttn","SomMot","sub-018","LSD",0.343915063289472
"DorsAttn","SomMot","sub-018","PLCB",0.186716904539208
"DorsAttn","SomMot","sub-019","LSD",0.469171164509826
