Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	16.618292136605692	29.375320929845277	0.5592013646647791	0.770121585258345	3647	9690	0.17294166321886636	0.21181452029329753	-0.0037430116843684903	0.9970149722342246	-1	n/a	rejected	Unlikely BOLD
ICA_001	9.038944660825216	12.210740510861838	0.14525034444786902	0.11678215307849645	94	418	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_002	6.249503946897794	10.233521852800807	0.12239517750469557	0.11532264882451283	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_003	10.359958668170435	10.214397826357207	0.09147451158518953	0.11625588014224503	958	101	0.0	0.0	10.942537454854381	3.370286115434655e-23	1	18.26443099478503	accepted	Likely BOLD
ICA_004	6.38339311581191	13.590943021296951	0.11189368040589388	0.1441270364082613	0	735	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_005	8.476679106292854	10.516532898797387	0.37479736409993336	0.3333714050940582	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_006	7.918213283228063	11.422623854473404	0.10962550649876716	0.1211879425866951	149	154	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_007	8.748347202790193	11.093709786254509	0.1097639149699808	0.14098700605892975	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_008	49.21540646024729	10.407806138912395	0.22293839082077843	0.31944765890453203	11717	3366	0.5218698977399674	0.29214515388148826	36.03107278752435	3.1506047448731687e-263	-1	24.270359738522007	accepted	Likely BOLD
ICA_009	24.964103583811852	10.390366329358653	3.063750416837686	2.8514220444902474	6647	321	0.4819789058350406	0.0	0.0	0.0	-1	69.10072673785176	accepted	Likely BOLD
ICA_010	6.145827674174013	20.047516843838928	0.19456481260827363	0.2608165630745681	95	2033	0.0	0.018733053980773972	-20.709339802896235	3.2904005333620847e-78	1	n/a	rejected	Unlikely BOLD
ICA_011	20.934125479243107	12.46926648111144	2.0064472739789263	2.1013898058340077	5835	1769	0.3402673276090998	0.10843373493975904	0.0	0.0	1	72.0651408350283	accepted	Likely BOLD
ICA_012	8.209606917807927	11.538515375763904	0.11158147427697875	0.12934689611936315	228	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_013	7.654207206077461	10.330558165360237	0.12413782035639485	0.1423924830939624	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_014	6.598694895259266	14.892709546840502	0.10883184142951485	0.14168453689100177	0	811	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_015	62.55550982724439	10.059044574877397	0.16023543973890267	0.2726248016843497	5135	1468	0.49356308179837594	0.2655172413793103	53.69050155871995	0.0	1	35.04854535208033	accepted	Likely BOLD
ICA_016	8.367142221891724	10.8217603543192	0.10857511313623239	0.12931441218389633	0	118	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_017	5.83203269205565	12.825422066699895	0.2466541980396334	0.33215392863333815	0	682	0.0	0.1376	-16.80021223979238	1.91493355570503e-34	1	n/a	rejected	Unlikely BOLD
ICA_018	6.905702396405497	11.829614448513102	0.08650181256843024	0.1117779327347001	0	176	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_019	10.122329405949408	10.152873248791787	0.08989975427126742	0.11870940547375024	1032	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_020	9.841402439434727	13.775977596452055	0.36321773013909275	0.19024099574046338	0	241	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_021	7.532772728691885	10.974783737834953	0.09957228057569166	0.12200016766139796	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_022	8.128037208142608	10.19730692281447	0.0972529313136972	0.12054627489718911	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_023	8.488684539208343	10.994649096812195	0.11550315345538145	0.12813867304531512	0	206	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_024	49.93059360214076	9.399970605283734	0.1426360917730467	0.23460470982284762	6194	998	0.5250882811858422	0.19850586979722518	43.74570698593765	0.0	-1	27.673407146338093	accepted	Likely BOLD
ICA_025	8.72427581769388	12.231018136067577	0.11975569395814917	0.1574820490059263	0	635	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_026	18.172014442589838	26.844978787192222	0.7137262057625253	0.7611186649289331	1406	2938	0.0	0.018524871355060035	0.671845905200028	0.5032461307017354	1	n/a	rejected	Unlikely BOLD
ICA_027	11.334744304611496	11.491018429540516	0.18655261786957367	0.18308815005122736	376	0	0.0	0.0	9.163987664379079	1.223098395008879e-15	1	n/a	rejected	Unlikely BOLD
ICA_028	6.121695335292355	16.703376463381588	0.1926537357186182	0.23296169254850718	0	1130	0.0	0.09591474245115453	-10.955881894095	1.9561887482066786e-23	-1	n/a	rejected	Unlikely BOLD
ICA_029	8.016970757933919	10.292869239690729	0.10183733030842915	0.1232786066706626	98	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_030	9.225703540562447	12.58572062697807	0.13672777747507928	0.17817268099305242	358	372	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_031	28.72502458214311	22.187521142460177	0.5659468238740046	0.7329957754727615	4399	1903	0.1026236359414906	0.05611006204478015	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_032	7.36153808149243	10.173807444012127	0.09506957555226152	0.1112333320638951	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_033	19.177536653768623	10.054513507021769	0.12269491063337033	0.2157877782183864	306	163	0.0	0.0	-0.22181239566980634	0.824949659903444	-1	25.941049402153162	accepted	Likely BOLD
ICA_034	12.742852598433199	29.758529470506712	0.6402931794274593	0.7789314717105642	413	3607	0.0	0.01584606677985286	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_035	7.350964111167834	10.377206290641356	0.11173085576504344	0.1230232830829361	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_036	6.36553320426429	11.875300999495487	0.08141150584699952	0.10138474030658134	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_037	7.875983086949347	11.636185425849403	0.12385704370786686	0.15287769587857403	0	190	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_038	34.08472189345959	14.408469329371691	2.4339893373947796	2.9861247735502623	13210	4972	0.5376865388985683	0.27582707529937084	0.0	0.0	-1	70.4147650749033	accepted	Likely BOLD
ICA_039	7.9947952219219465	10.334128278434235	0.08648868943176143	0.10654590263595203	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_040	8.010705881513074	11.73652465495268	0.12351264595042283	0.13131983756019694	0	329	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_041	7.725423220070012	10.610057501747795	0.10388802083177234	0.129896551727197	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_042	7.708491167142988	10.476143982906072	0.14053335250780316	0.1417454187448446	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_043	7.869696700720234	11.126242764910462	0.08865135864792295	0.1055394260813727	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_044	102.44669188319124	10.041398498939675	0.25726595855359596	0.3454594052976677	4586	1343	0.6248894783377542	0.35815338793745344	47.793085900023875	0.0	1	25.4766470565469	accepted	Likely BOLD
ICA_045	8.171100042647598	10.259208175303161	0.10987310915333776	0.11730212429192782	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_046	17.008607552401216	14.310073396450226	9.13259613312778	9.048893975047054	8269	4185	0.1276543663178508	0.03653751839136832	0.0	0.0	-1	84.5176361350371	accepted	Likely BOLD
ICA_047	7.303769376039932	19.009670458040112	0.2122297934978609	0.2740693351689339	103	1874	0.0	0.08721241305510968	-12.037164824737225	6.582662344939994e-24	1	n/a	rejected	Unlikely BOLD
ICA_048	8.25499536255659	14.268522516708455	0.2818277203317818	0.35895032716174585	138	1024	0.0	0.0	2.1819905317843262	0.029560359887849167	1	n/a	rejected	Unlikely BOLD
