Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	8.643769735585922	9.008701802120948	0.1206011051538076	0.15987448076342045	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_001	22.926676983476604	11.288298255726485	2.1637868550858346	2.1751046401644545	10242	904	0.45361744301288404	0.0	0.0	0.0	1	72.8316586581095	accepted	Likely BOLD
ICA_002	8.20797121411537	10.011210829462012	0.08086697607275144	0.11035576720920591	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_003	14.206550424699318	8.449736723025897	0.09062000490633587	0.16296813813950053	105	0	0.0	0.0	0.0	0.0	-1	21.93157077888771	accepted	Likely BOLD
ICA_004	15.973188170695934	8.730452374343594	0.4874880133857726	0.6946816031140332	4649	0	0.40004364906154516	0.0	0.0	0.0	1	64.21851244706241	accepted	Likely BOLD
ICA_005	9.361528375096444	10.186601042249004	0.0927419855069039	0.11608230585431278	661	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_006	14.43141093678928	9.70340425144209	0.11337208058797546	0.13948021259524027	2989	424	0.29633384017570535	0.0	18.023826113633948	5.173330865015137e-60	1	20.52651333672494	accepted	Likely BOLD
ICA_007	7.74771960943784	10.313421900321798	0.09372888091620224	0.1323500846139069	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_008	7.766361424483536	10.383618436145731	0.14669433166177454	0.11817077143963818	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_009	9.29099869109771	10.445354280691962	0.09957647045157056	0.13279165566445644	142	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_010	26.730340248397294	9.641667496463805	0.7850942438106977	1.1576204338803378	10807	560	0.5266472637053294	0.0	0.0	0.0	1	51.461042958902304	accepted	Likely BOLD
ICA_011	14.692362316409907	13.525249491038782	0.5806488952157689	0.7412449409752392	3134	1253	0.0	0.0	0.0	0.0	1	63.9631032960297	accepted	Likely BOLD
ICA_012	8.762993429093452	11.375000210739245	0.2623457955860649	0.149827499383063	118	250	0.0	0.0	-4.390718338335643	1.6736114256834974e-05	1	n/a	rejected	Unlikely BOLD
ICA_013	9.592153193339689	9.596916813596685	0.0971689614116402	0.1330159654438947	510	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_014	8.575696506458819	10.053980020672457	0.08882797249704348	0.11961894375881639	0	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_015	8.861017411263646	9.859789888682544	0.20958443226602574	0.2165185081002296	155	227	0.0	0.6337078651685393	0.0	0.0	1	n/a	rejected	Unlikely BOLD
