Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	7.521812678492262	10.879093871585685	0.03213128784236184	0.050946501517913474	0	163	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_001	7.763429046410928	9.891505292894225	0.03303567238388091	0.06869941370823338	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_002	11.304741804362433	12.909286598226359	0.07355957932862918	0.12635317559626538	1971	1193	0.029697900665642603	0.25675675675675674	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_003	35.05601804963262	8.40259964566126	0.08876041532260569	0.15677422980593225	8823	824	0.568105152960335	0.09401159047005796	37.27120105828092	1.2879312947035528e-270	1	31.493311700676397	accepted	Likely BOLD
ICA_004	7.535795838288177	9.456865782136758	0.027250053155529926	0.05200770149523119	0	250	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_005	35.52152224058337	7.16577425479941	0.08979116626954436	0.18532835954721796	8128	521	0.5366759517177344	0.0	39.682039271491256	6.429836314501331e-303	1	32.491965265676605	accepted	Likely BOLD
ICA_006	15.736473236557776	18.894319788911577	0.08946278862147998	0.14457294009632946	6913	6334	0.3376757194376978	0.2587493780063029	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_007	7.921763271452381	10.664799766791955	0.031154883394441016	0.05660651257467915	0	328	0.0	0.48085758039816234	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_008	7.3789381208644915	10.111730202439091	0.027954124257700164	0.04911035844633179	109	153	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_009	11.90312134273794	22.103692102741896	0.06764137614079467	0.12982740353666106	1896	5898	0.3175531914893617	0.343042071197411	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_010	17.581656727978878	11.795123058529118	23.014198531960282	23.17593948694597	15095	5029	0.37190469816624283	0.1281168492436098	0.0	0.0	-1	62.12147091253084	accepted	Likely BOLD
ICA_011	6.3302086921653995	16.659763561228203	0.1108291290855634	0.12348098688238245	184	3004	0.0	0.1050342866700117	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_012	7.766427007771263	16.74657497081173	0.15960090893269926	0.1280187778951639	296	1184	0.0	0.42845046570702794	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_013	36.71731479830043	9.413336630352784	0.12216825311430234	0.23124373993161162	9976	2400	0.5643349952157929	0.27053140096618356	26.150753836166704	1.8668459820547417e-144	-1	28.33327695633003	accepted	Likely BOLD
ICA_014	7.4054963626747305	11.667198248744754	0.0391965674532687	0.04833563378691159	0	520	0.0	0.691089108910891	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_015	9.860998823352395	12.042235860962299	0.08997318744964042	0.1409640880825029	0	155	0.0	0.0	-0.7261455189987831	0.4684644183441657	1	n/a	rejected	Unlikely BOLD
ICA_016	26.31889392513203	7.072937028732124	3.067517467078508	3.287494112174373	12568	230	0.5153846153846153	0.0	0.0	0.0	1	38.13254332998055	accepted	Likely BOLD
ICA_017	13.273954536398124	22.154428956035776	0.9681560860234395	0.41737103109689333	1097	3004	0.28794848206071755	0.2028985507246377	5.953588109569021	1.0559392807036973e-08	-1	n/a	rejected	Unlikely BOLD
ICA_018	14.768916137104844	18.931294238147157	0.14296625894019585	0.24551734746006146	4925	9102	0.3221753012668658	0.2096548637914639	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_019	13.64890303402202	18.149411711969922	0.7057581323181784	0.2810776007315789	1310	914	0.31821675634127594	0.6366165831942125	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_020	7.234028221700885	11.114947719085123	0.029412182878779294	0.053326610268259494	0	87	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_021	7.263060089792908	9.355522393523701	0.02760823775857312	0.05255899753328148	0	201	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_022	13.088957098110447	18.395044255466978	0.13718120187792932	0.24467231820465887	4190	7869	0.2481184753580966	0.16333589546502691	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_023	6.3084145040398	13.305740897089159	0.05301031233503435	0.08696598957848874	0	700	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_024	7.357431392841508	9.979451917775869	0.024213265006961922	0.04795351114955111	118	0	0.0	0.0	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_025	9.94268925614872	8.376518256361038	0.1315743360332735	0.1625227451499746	478	0	0.0	0.0	0.0	0.0	1	18.733102650744637	accepted	Likely BOLD
ICA_026	7.300795786397406	10.974032770735606	0.03946001649333736	0.05090592907323988	0	319	0.0	0.7697160883280757	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_027	17.21367872171354	14.291189993491635	0.7127631634518657	0.5240101219526135	2136	1546	0.4837476099426386	0.31109664822648875	0.0	0.0	1	37.76052956392865	accepted	Likely BOLD
ICA_028	11.818298309822929	18.885766350566524	0.6807052325935568	0.28922443553849475	597	3301	0.3765541740674956	0.2479082739386427	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_029	7.710887224355607	13.853044072068323	0.09977247376484763	0.0885161163697679	207	486	0.0	0.5578512396694215	0.0	0.0	1	n/a	rejected	Unlikely BOLD
