"node","strength","eigenvector","degree","betweenness","closeness","local_clustering","within_module_z","participation","role","module"
"7Networks_LH_Vis_1",110.255264400408,0.832683951327779,59,12,0.00180563819481982,0.750442856988298,0.539235684326635,0.457089701043974,"R2_peripheral",1
"7Networks_LH_Vis_2",114.931207279341,0.860086840488572,54,92,0.0017665092801223,0.768800685666369,1.0112657876435,0.369603084224916,"R2_peripheral",1
"7Networks_LH_Vis_3",111.300674714061,0.833235723794925,55,71,0.00177504363704069,0.766606089056099,0.537188496746863,0.444132702983704,"R2_peripheral",1
"7Networks_LH_Vis_4",115.308928332138,0.866650884776833,58,16,0.00181264268594341,0.770020610319114,0.72047544923642,0.426494834202043,"R2_peripheral",1
"7Networks_LH_Vis_5",72.4691106335131,0.530625245347561,6,0,0.00117944364049016,1,-2.57266455799516,0,"R1_ultra_peripheral",1
"7Networks_LH_Vis_6",88.8625150949246,0.652923226544613,22,212,0.00155303454707709,0.76887070296904,-1.39691827923225,0.205504646721972,"R2_peripheral",1
"7Networks_LH_Vis_7",106.347622614581,0.798550453271677,39,18,0.00167261104458827,0.857076139041427,0.474789045082711,0.165717614200622,"R2_peripheral",1
"7Networks_LH_Vis_8",117.544784658463,0.881806619227399,76,187,0.00191472451833899,0.688436436501249,0.0978795168874483,0.556082411126134,"R2_peripheral",1
"7Networks_LH_Vis_9",96.0235975864409,0.715828602169924,29,1,0.00153937645133052,0.918047492679166,-0.203446770906069,0,"R1_ultra_peripheral",1
"7Networks_LH_Vis_10",115.466872362585,0.874160327020142,72,155,0.00191550563435944,0.659115967703622,0.623870520747075,0.528815737402986,"R2_peripheral",1
"7Networks_LH_Vis_11",101.415247505767,0.771523068241084,42,1,0.00171506718064953,0.852361293030937,0.737920637487146,0.209908887479547,"R2_peripheral",1
"7Networks_LH_Vis_12",118.976117944864,0.885192325953786,81,692,0.00203737247856024,0.531645030776399,0.0513110985431391,0.627578625347898,"R3_nonhub_connector",1
"7Networks_LH_Vis_13",121.068716919184,0.91892058950352,77,140,0.00194600248750041,0.681106014636984,1.09667825542006,0.538127200381791,"R2_peripheral",1
