Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	7.877711022726477	9.298410489096192	0.1261504398894575	0.13651422837681304	0	244	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_001	12.704172343948962	10.386777895837936	0.3566100280358115	0.4720325233511803	1621	198	0.14072229140722292	0.0	0.0	0.0	-1	31.884366614737036	accepted	Likely BOLD
ICA_002	13.824733869160774	18.668333869656507	2.1231520189741104	0.8472242991878152	1414	1422	0.43611705924339755	0.5303945965161749	7.078206059419652	2.1061373634906024e-10	1	n/a	rejected	Unlikely BOLD
ICA_003	33.19331711509012	21.15898703245372	1.380584032445845	2.1770493657099275	16374	5485	0.5501710730948678	0.17926862799010174	-7.280579952664955	1.7068196632790795e-10	-1	n/a	rejected	Unlikely BOLD
ICA_004	7.8588558084133275	8.893639524182001	0.13580027290630792	0.16620810010690418	0	0	0.0	0.0	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_005	20.95974302026965	8.789964293039814	0.17442997918778833	0.22591112621197051	3792	234	0.3221712125303808	0.0	24.371786252492623	1.3252867631893613e-111	-1	18.68314268846728	accepted	Likely BOLD
ICA_006	5.287895681508879	11.434967585762355	0.6495161548490916	0.6203924646178944	115	580	0.0	0.0	-39.1842919748008	1.0960660880959204e-186	-1	n/a	rejected	Unlikely BOLD
ICA_007	25.925485755007934	15.333258892108837	16.330321516250372	16.32411230771614	22816	10326	0.4437414030261348	0.08361682196913671	0.0	0.0	1	79.41547871856133	accepted	Likely BOLD
ICA_008	14.102059773003164	13.18613988256088	1.1308033557880772	0.6273202658351529	1127	951	0.3837739288969918	0.5166487647690655	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_009	24.480798377900523	13.336675286036133	8.646719873932101	8.302453776817229	21375	4403	0.42004017487888456	0.09840942899645268	0.0	0.0	1	71.584398787418	accepted	Likely BOLD
ICA_010	6.482204550425904	7.919732352139343	0.2390642700528874	0.2288973055803373	0	99	0.0	0.0	-10.583636033228716	5.953187735808758e-23	-1	n/a	rejected	Unlikely BOLD
ICA_011	20.974414460042638	17.71234884748043	0.8109129509572925	0.828938070573673	4635	2301	0.3099542583315182	0.18233995584988963	0.5257403728398539	0.599619348084106	1	61.53111596962211	accepted	Likely BOLD
