Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Var Exp of rejected to accepted	classification	classification_tags
ICA_000	7.416118703085167	17.722548009687277	0.04091810849820712	0.05298224429993575	1093	6327	0.08195211786372007	0.3251489868891538	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_001	9.379134637565206	12.86357216130808	0.10472161224618232	0.21148514392984757	1209	4373	0.0	0.1875432525951557	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_002	12.071369476508911	11.610210105967152	0.2604948479544203	0.5307027376839538	1596	3553	0.0	0.18322981366459629	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_003	7.321401789557335	15.96519030632865	0.03040464134253589	0.055255097478412514	1042	5046	0.0	0.21624305003971406	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_004	7.459799313465742	15.841155237246374	0.03471970733244316	0.05515308557485678	992	5644	0.0	0.27681344783482553	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_005	7.550741019822956	21.18326099952522	0.03792656495064625	0.06368647398203996	646	4779	0.3924941360437842	0.36319612590799033	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_006	14.280757802292172	12.323101992414866	0.8349405426531297	1.2726568465086354	3573	3576	0.4654300168634064	0.1483354403708386	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_007	7.063508955076242	24.926037632705647	0.10728049519441663	0.1557866995335451	1625	11704	0.208592981305346	0.31764604663167856	0.0	0.0	-1	n/a	rejected	Unlikely BOLD
ICA_008	8.804159219503942	11.674938743000318	0.07703075590659648	0.18794891046752216	447	3857	0.0	0.24260743855960049	0.0	0.0	1	n/a	rejected	Unlikely BOLD
ICA_009	13.512045315676634	19.41029301168582	0.6418206544958138	0.3752646278783785	1907	8184	0.36257928118393234	0.22128399354277908	4.2281284864218245	3.254474800325686e-05	-1	n/a	rejected	Unlikely BOLD
